mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5		0	0	9/8	1	1	1/8	1/8	1		5	71	B4	4	0
1	1	1/2	1/2	0.5		1/8	1/8	9/8	1	1	1/8	1/8	1		2	74	D5	5	1
1	1	1	1	0.5		1/4	1/4	9/8	1	1	1/8	1/8	1		6	78	F#5	5	2
1	1	3/2	3/2	0.5		3/8	3/8	9/8	1	1	1/8	1/8	1		1	79	G5	5	3
1	1	2	2	0.5		1/2	1/2	9/8	1	1	1/8	1/8	1		4	76	E5	5	4
1	1	5/2	5/2	0.5		5/8	5/8	9/8	1	1	1/8	1/8	1		2	74	D5	5	5
1	1	3	3	0.5		3/4	3/4	9/8	1	1	1/8	1/8	1		7	73	C#5	5	6
1	1	7/2	7/2	0.5		7/8	7/8	9/8	1	1	1/8	1/8	1		3	81	A5	5	7
1	1	4	4	0.5		1	1	9/8	1	1	1/8	1/8	1		1	79	G5	5	8
2	2	9/2	9/2	0.5		0	0	9/8	1	1	1/8	1/8	1		6	78	F#5	5	9
2	2	5	5	0.5		1/8	1/8	9/8	1	1	1/8	1/8	1		2	74	D5	5	10
2	2	11/2	11/2	0.5		1/4	1/4	9/8	1	1	1/8	1/8	1		7	73	C#5	5	11
2	2	6	6	0.5		3/8	3/8	9/8	1	1	1/8	1/8	1		2	74	D5	5	12
2	2	13/2	13/2	0.5		1/2	1/2	9/8	1	1	1/8	1/8	1		3	69	A4	4	13
2	2	7	7	0.5		5/8	5/8	9/8	1	1	1/8	1/8	1		6	66	F#4	4	14
2	2	15/2	15/2	0.5		3/4	3/4	9/8	1	1	1/8	1/8	1		2	62	D4	4	15
2	2	8	8	0.5		7/8	7/8	9/8	1	1	1/8	1/8	1		2	74	D5	5	16
2	2	17/2	17/2	0.5		1	1	9/8	1	1	1/8	1/8	1		7	73	C#5	5	17
3	3	9	9	0.5		0	0	9/8	1	1	1/8	1/8	1		5	71	B4	4	18
3	3	19/2	19/2	0.5		1/8	1/8	9/8	1	1	1/8	1/8	1		1	67	G4	4	19
3	3	10	10	0.5		1/4	1/4	9/8	1	1	1/8	1/8	1		6	66	F#4	4	20
3	3	21/2	21/2	0.5		3/8	3/8	9/8	1	1	1/8	1/8	1		4	64	E4	4	21
3	3	11	11	0.5		1/2	1/2	9/8	1	1	1/8	1/8	1		4	76	E5	5	22
3	3	23/2	23/2	0.5		5/8	5/8	9/8	1	1	1/8	1/8	1		2	74	D5	5	23
