mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5	0	5/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	0
2	1	1/2	0.5	0	0	6/8	1	1	1/8	1/8	1		1	55	G3	3	1
2	1	1	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	2
2	1	3/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	52	E3	3	3
2	1	2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	4
2	1	5/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		0	48	C3	3	5
2	1	3	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	6
3	2	7/2	0.5	0	0	6/8	1	1	1/8	1/8	1		2	50	D3	3	7
3	2	4	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	8
3	2	9/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	50	D3	3	9
3	2	5	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	47	B2	2	10
3	2	11/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	43	G2	2	11
3	2	6	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	12
4	3	13/2	0.25	0	0	6/8	1	1	1/16	1/16	1		1	55	G3	3	13
4	3	27/4	0.25	1/16	1/16	6/8	1	1	1/16	1/16	1		3	57	A3	3	14
4	3	7	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	15
4	3	15/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		3	57	A3	3	16
4	3	8	0.25	3/8	3/8	6/8	1	1	1/16	1/16	1		3	57	A3	3	17
4	3	33/4	0.25	7/16	7/16	6/8	1	1	1/16	1/16	1		5	59	B3	3	18
4	3	17/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		0	60	C4	4	19
4	3	9	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	20
5	4	19/2	1.5	0	0	6/8	1	2	3/8	1/4	3/2		1	43	G2	2	24
5	4	19/2	1.5	0	0	6/8	1	3	3/8	1/4	3/2		2	50	D3	3	26
5	4	19/2	1.5	0	0	6/8	1	1	3/8	1/4	3/2		5	59	B3	3	21
5	4	11	1.0	3/8	3/8	6/8	1	2	1/4	1/4	1		2	50	D3	3	25
5	4	11	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		3	57	A3	3	22
5	4	12	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	57	A3	3	23
6	5	25/2	0.5	0	0	6/8	1	1	1/8	1/8	1		5	59	B3	3	27
6	5	13	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	28
6	5	27/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	55	G3	3	29
6	5	14	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	30
6	5	29/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		4	52	E3	3	31
6	5	15	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	32
7	6	31/2	0.5	0	0	6/8	1	1	1/8	1/8	1		3	57	A3	3	33
7	6	16	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	34
7	6	33/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		6	54	F#3	3	35
7	6	17	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	36
7	6	35/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		2	50	D3	3	37
7	6	18	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	38
8	7	37/2	0.5	0	0	6/8	1	1	1/8	1/8	1		1	55	G3	3	39
8	7	19	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	40
8	7	39/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	55	G3	3	41
8	7	20	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	42
8	7	41/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	47	B2	2	43
8	7	21	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	44
9	8	43/2	0.5	0	0	6/8	1	1	1/8	1/8	1		7	49	C#3	3	45
9	8	22	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	46
9	8	45/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		3	57	A3	3	47
9	8	23	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		3	45	A2	2	48
9	8	24	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	49
10	9	49/2	0.5	0	0	6/8	1	1	1/8	1/8	1		-1	53	F3	3	50
10	9	25	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	51
10	9	51/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	55	G3	3	52
10	9	26	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	53
10	9	53/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		-1	53	F3	3	54
10	9	27	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	57	A3	3	55
11	10	55/2	0.5	0	0	6/8	1	1	1/8	1/8	1		3	57	A3	3	56
11	10	28	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	57
11	10	57/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		-2	58	Bb3	3	58
11	10	29	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		-2	58	Bb3	3	59
11	10	59/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		3	57	A3	3	60
11	10	30	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	61
12	11	61/2	0.5	0	0	6/8	1	1	1/8	1/8	1		-1	53	F3	3	62
12	11	31	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	63
12	11	63/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	50	D3	3	64
12	11	32	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		3	45	A2	2	65
12	11	65/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		2	50	D3	3	66
12	11	33	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		7	49	C#3	3	67
13	12	67/2	0.5	0	0	6/8	1	1	1/8	1/8	1		2	50	D3	3	68
13	12	34	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		3	45	A2	2	69
13	12	69/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		6	42	F#2	2	70
13	12	35	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		2	38	D2	2	71
14	12	36	0.5	0	5/8	6/8	1	1	1/8	1/8	1		3	57	A3	3	72
15	13	73/2	0.5	0	0	6/8	1	1	1/8	1/8	1		3	57	A3	3	73
15	13	37	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	74
15	13	75/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	55	G3	3	75
15	13	38	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	76
15	13	77/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		4	52	E3	3	77
15	13	39	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	78
16	14	79/2	0.25	0	0	6/8	1	1	1/16	1/16	1		6	54	F#3	3	79
16	14	159/4	0.25	1/16	1/16	6/8	1	1	1/16	1/16	1		1	55	G3	3	80
16	14	40	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		3	57	A3	3	81
16	14	81/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		6	54	F#3	3	82
16	14	41	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	83
