mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	5/8	3/4	1	1	1/8	1/8	1		2	62	D4	4	0
2	1	1/2	1/2	0.5	0	0	3/4	1	1	1/8	1/8	1		2	62	D4	4	1
2	1	1	1	0.25	1/8	1/8	3/4	1	1	1/16	1/16	1		2	50	D3	3	2
2	1	5/4	5/4	0.25	3/16	3/16	3/4	1	1	1/16	1/16	1		4	52	E3	3	3
2	1	3/2	3/2	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		6	54	F#3	3	4
2	1	2	2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		2	50	D3	3	5
2	1	5/2	5/2	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		3	57	A3	3	6
2	1	3	3	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		6	54	F#3	3	7
3	2	7/2	7/2	0.5	0	0	3/4	1	1	1/8	1/8	1		2	62	D4	4	8
3	2	4	4	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	9
3	2	9/2	9/2	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		6	66	F#4	4	10
3	2	5	5	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		2	62	D4	4	11
3	2	11/2	11/2	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	A4	4	12
3	2	6	6	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		0	60	C4	4	13
4	3	13/2	13/2	0.5	0	0	3/4	1	1	1/8	1/8	1		5	59	B3	3	14
4	3	7	7	0.25	1/8	1/8	3/4	1	1	1/16	1/16	1		4	64	E4	4	15
4	3	29/4	29/4	0.25	3/16	3/16	3/4	1	1	1/16	1/16	1		6	66	F#4	4	16
4	3	15/2	15/2	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	67	G4	4	17
4	3	8	8	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		4	64	E4	4	18
