mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	3/4	1	1	1/8	1/8	1		3	69	A4	4	0
1	1	1/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	1
1	1	1	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		0	72	C5	5	2
1	1	3/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	3
1	1	2	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		8	68	G#4	4	4
1	1	5/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	5
2	2	3	2.0	0	0	3/4	1	1	1/2	1/2	1		-1	65	F4	4	6
2	2	5	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		4	64	E4	4	7
2	2	11/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		6	66	F#4	4	8
3	3	6	0.5	0	0	3/4	1	1	1/8	1/8	1		8	68	G#4	4	9
3	3	13/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	10
3	3	7	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		5	71	B4	4	11
3	3	15/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	12
3	3	8	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77	F5	5	13
3	3	17/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	14
4	4	9	0.5	0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	15
4	4	19/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	16
4	4	10	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		0	72	C5	5	17
4	4	21/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	18
4	4	11	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	19
5	5	12	0.5	0	0	3/4	1	1	1/8	1/8	1		3	69	A4	4	20
5	5	25/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	21
5	5	13	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		0	72	C5	5	22
5	5	27/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	23
5	5	14	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		8	68	G#4	4	24
5	5	29/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	25
6	6	15	1.0	0	0	3/4	1	1	1/4	1/4	1		-1	77	F5	5	26
6	6	16	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		4	76	E5	5	27
