mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.25		0	15/16	4/4	1	1	1/16	1/16	1		6	78	F#5	5	0
2	1	1/4	1/4	0.75		0	0	4/4	1	4	3/16	1/8	3/2		5	59	B3	3	18
2	1	1/4	1/4	0.75		0	0	4/4	1	3	3/16	1/8	3/2		6	66	F#4	4	16
2	1	1/4	1/4	0.75		0	0	4/4	1	2	3/16	1/8	3/2		2	74	D5	5	13
2	1	1/4	1/4	0.75		0	0	4/4	1	1	3/16	1/8	3/2		6	78	F#5	5	1
2	1	1	1	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		5	83	B5	5	2
2	1	5/4	5/4	0.75		1/4	1/4	4/4	1	2	3/16	1/8	3/2		4	76	E5	5	14
2	1	5/4	5/4	0.75		1/4	1/4	4/4	1	1	3/16	1/8	3/2		1	79	G5	5	3
2	1	2	2	0.125		7/16	7/16	4/4	1	1	1/32	1/32	1		6	78	F#5	5	4
2	1	17/8	17/8	0.125		15/32	15/32	4/4	1	1	1/32	1/32	1		1	79	G5	5	5
2	1	9/4	9/4	0.75		1/2	1/2	4/4	1	4	3/16	1/8	3/2		10	58	A#3	3	19
2	1	9/4	9/4	0.75		1/2	1/2	4/4	1	3	3/16	1/8	3/2		6	66	F#4	4	17
2	1	9/4	9/4	0.75		1/2	1/2	4/4	1	1	3/16	1/8	3/2		4	76	E5	5	6
2	1	9/4	9/4	0.75		1/2	1/2	4/4	1	2	3/16	1/8	3/2		6	78	F#5	5	15
2	1	3	3	0.125		11/16	11/16	4/4	1	1	1/32	1/32	1		2	74	D5	5	7
2	1	25/8	25/8	0.125		23/32	23/32	4/4	1	1	1/32	1/32	1		7	73	C#5	5	8
2	1	13/4	13/4	0.375		3/4	3/4	4/4	1	1	3/32	1/16	3/2		2	74	D5	5	9
2	1	29/8	29/8	0.125		27/32	27/32	4/4	1	1	1/32	1/32	1		5	59	B3	3	10
2	1	15/4	15/4	0.375		7/8	7/8	4/4	1	1	3/32	1/16	3/2		3	57	A3	3	11
2	1	33/8	33/8	0.125		31/32	31/32	4/4	1	1	1/32	1/32	1		6	78	F#5	5	12
3	2	17/4	17/4	0.75		0	0	4/4	1	2	3/16	1/8	3/2		1	55	G3	3	35
3	2	17/4	17/4	0.75		0	0	4/4	1	3	3/16	1/8	3/2		2	62	D4	4	36
3	2	17/4	17/4	0.75		0	0	4/4	1	2	3/16	1/8	3/2		5	71	B4	4	35
3	2	17/4	17/4	0.75		0	0	4/4	1	1	3/16	1/8	3/2		6	78	F#5	5	20
3	2	5	5	0.125		3/16	3/16	4/4	1	1	1/32	1/32	1		1	79	G5	5	21
3	2	41/8	41/8	0.125		7/32	7/32	4/4	1	1	1/32	1/32	1		6	78	F#5	5	22
3	2	21/4	21/4	0.375		1/4	1/4	4/4	1	1	3/32	1/16	3/2		4	76	E5	5	23
3	2	45/8	45/8	0.125		11/32	11/32	4/4	1	1	1/32	1/32	1		2	74	D5	5	24
3	2	23/4	23/4	0.375		3/8	3/8	4/4	1	1	3/32	1/16	3/2		7	73	C#5	5	25
3	2	49/8	49/8	0.125		15/32	15/32	4/4	1	1	1/32	1/32	1		5	71	B4	4	26
3	2	25/4	25/4	0.375		1/2	1/2	4/4	1	1	3/32	1/16	3/2		10	70	A#4	4	27
3	2	53/8	53/8	0.125		19/32	19/32	4/4	1	1	1/32	1/32	1		1	67	G4	4	28
3	2	27/4	27/4	0.375		5/8	5/8	4/4	1	1	3/32	1/16	3/2		6	66	F#4	4	29
3	2	57/8	57/8	0.125		23/32	23/32	4/4	1	1	1/32	1/32	1		4	64	E4	4	30
3	2	29/4	29/4	0.375		3/4	3/4	4/4	1	1	3/32	1/16	3/2		2	62	D4	4	31
3	2	61/8	61/8	0.125		27/32	27/32	4/4	1	1	1/32	1/32	1		5	71	B4	4	32
3	2	31/4	31/4	0.375		7/8	7/8	4/4	1	1	3/32	1/16	3/2		7	61	C#4	4	33
3	2	65/8	65/8	0.125		31/32	31/32	4/4	1	1	1/32	1/32	1		7	73	C#5	5	34
4	3	33/4	33/4	0.375		0	0	4/4	1	1	3/32	1/16	3/2		2	74	D5	5	37
4	3	69/8	69/8	0.0625		3/32	3/32	4/4	1	1	1/64	1/64	1		5	59	B3	3	38
4	3	139/16	139/16	0.0625		7/64	7/64	4/4	1	1	1/64	1/64	1		7	61	C#4	4	39
