mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5		0	0	3/4	1	2	1/8	1/8	1		0	60	C4	4	6
1	1	0	0	1.0		0	0	3/4	1	1	1/4	1/4	1		4	64	E4	4	0
1	1	1/2	1/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		0	60	C4	4	7
1	1	1	1	0.5		1/4	1/4	3/4	1	2	1/8	1/8	1		0	60	C4	4	8
1	1	3/2	3/2	0.5		3/8	3/8	3/4	1	2	1/8	1/8	1		0	60	C4	4	9
1	1	3/2	3/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		4	64	E4	4	1
1	1	2	2	0.5		1/2	1/2	3/4	1	2	1/8	1/8	1		0	60	C4	4	10
1	1	2	2	0.25		1/2	1/2	3/4	1	1	1/16	1/16	1		-1	65	F4	4	2
1	1	9/4	9/4	0.25		9/16	9/16	3/4	1	1	1/16	1/16	1		4	64	E4	4	3
1	1	5/2	5/2	0.5		5/8	5/8	3/4	1	2	1/8	1/8	1		0	60	C4	4	11
1	1	5/2	5/2	0.25		5/8	5/8	3/4	1	1	1/16	1/16	1		2	62	D4	4	4
1	1	11/4	11/4	0.25		11/16	11/16	3/4	1	1	1/16	1/16	1		0	60	C4	4	5
2	2	3	3	0.5		0	0	3/4	1	2	1/8	1/8	1		5	59	B3	3	21
2	2	3	3	0.25		0	0	3/4	1	1	1/16	1/16	1		1	67	G4	4	12
2	2	13/4	13/4	0.25		1/16	1/16	3/4	1	1	1/16	1/16	1		2	62	D4	4	13
2	2	7/2	7/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		5	59	B3	3	22
2	2	7/2	7/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1	1	-1	65	F4	4	14
2	2	4	4	0.5		1/4	1/4	3/4	1	2	1/8	1/8	1		5	59	B3	3	23
2	2	4	4	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1	-1	-1	65	F4	4	15
2	2	9/2	9/2	0.5		3/8	3/8	3/4	1	2	1/8	1/8	1		5	59	B3	3	24
