mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	0
1	1	1/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	1
1	1	1	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	2
1	1	3/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		2	50	D3	3	3
1	1	2	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3	4
1	1	5/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		1	43	G2	2	5
2	2	3	1.0	0	0	3/4	1	1	1/4	1/4	1		-1	41	F2	2	6
2	2	4	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		3	57	A3	3	7
2	2	5	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	50	D3	3	8
3	3	6	0.5	0	0	3/4	1	1	1/8	1/8	1		1	55	G3	3	9
3	3	13/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		6	54	F#3	3	10
3	3	7	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	55	G3	3	11
3	3	15/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	46	Bb2	2	12
3	3	8	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		0	48	C3	3	13
3	3	17/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		-3	39	Eb2	2	14
4	4	9	0.5	0	0	3/4	1	1	1/8	1/8	1		2	38	D2	2	15
4	4	19/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	45	A2	2	16
4	4	10	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		2	50	D3	3	17
4	4	21/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		1	55	G3	3	18
4	4	11	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		6	54	F#3	3	19
4	4	23/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	20
5	5	12	0.5	0	0	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	21
5	5	25/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	22
5	5	13	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	23
5	5	27/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		2	50	D3	3	24
5	5	14	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3	25
5	5	29/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		1	43	G2	2	26
6	6	15	1.0	0	0	3/4	1	1	1/4	1/4	1		-1	41	F2	2	27
6	6	16	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		3	57	A3	3	28
6	6	17	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	50	D3	3	29
7	7	18	0.5	0	0	3/4	1	1	1/8	1/8	1		1	55	G3	3	30
7	7	37/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		6	54	F#3	3	31
7	7	19	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	55	G3	3	32
7	7	39/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	46	Bb2	2	33
7	7	20	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		0	48	C3	3	34
7	7	41/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		4	40	E2	2	35
8	8	21	0.5	0	0	3/4	1	1	1/8	1/8	1		2	38	D2	2	36
8	8	43/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		1	55	G3	3	37
8	8	22	2.0	1/4	1/4	3/4	1	1	1/2	1/2	1		6	54	F#3	3	38
9	9	24	0.5	0	0	3/4	1	1	1/8	1/8	1		2	50	D3	3	39
9	9	49/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		6	54	F#3	3	40
9	9	25	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		3	57	A3	3	41
9	9	51/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		0	60	C4	4	42
9	9	26	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-3	63	Eb4	4	43
9	9	53/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		2	62	D4	4	44
10	10	27	0.5	0	0	3/4	1	1	1/8	1/8	1		0	60	C4	4	45
10	10	55/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	46
10	10	28	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		3	57	A3	3	47
10	10	57/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	48
10	10	29	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	G3	3	49
11	11	30	0.5	0	0	3/4	1	1	1/8	1/8	1		0	48	C3	3	50
11	11	61/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		4	52	E3	3	51
11	11	31	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	55	G3	3	52
11	11	63/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	53
11	11	32	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		2	62	D4	4	54
11	11	65/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		0	60	C4	4	55
12	12	33	0.5	0	0	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	56
12	12	67/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	57
12	12	34	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	55	G3	3	58
12	12	69/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	59
12	12	35	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	53	F3	3	60
12	12	71/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3	61
13	13	36	0.5	0	0	3/4	1	1	1/8	1/8	1		2	50	D3	3	62
13	13	73/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3	63
13	13	37	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	64
13	13	75/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	65
13	13	38	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	66
13	13	77/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		2	50	D3	3	67
14	14	39	0.5	0	0	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3	68
14	14	79/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		1	55	G3	3	69
14	14	40	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	70
14	14	81/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	71
14	14	41	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	72
14	14	83/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		2	62	D4	4	73
15	15	42	0.5	0	0	3/4	1	1	1/8	1/8	1		0	60	C4	4	74
15	15	85/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-3	63	Eb4	4	75
15	15	43	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		2	62	D4	4	76
15	15	87/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	77
15	15	44	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	53	F3	3	78
15	15	89/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	79
16	16	45	0.5	0	0	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	80
16	16	91/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3	81
16	16	46	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		2	50	D3	3	82
16	16	93/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3	83
16	16	47	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		-2	46	Bb2	2	84
17	17	48	0.5	0	0	3/4	1	1	1/8	1/8	1		5	47	B2	2	85
