mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0		0	0	3/4	1	4	1/4	1/4	1		5	59	B3	3	8
1	1	0	0	1.0		0	0	3/4	1	3	1/4	1/4	1		6	66	F#4	4	6
1	1	0	0	1.0		0	0	3/4	1	2	1/4	1/4	1		2	74	D5	5	4
1	1	0	0	1.0		0	0	3/4	1	1	1/4	1/4	1		6	78	F#5	5	0
1	1	1	1	1.0		1/4	1/4	3/4	1	4	1/4	1/4	1		4	64	E4	4	9
1	1	1	1	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		2	74	D5	5	5
1	1	1	1	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		1	79	G5	5	1
1	1	2	2	1.0		1/2	1/2	3/4	1	4	1/4	1/4	1		3	69	A4	4	10
1	1	2	2	1.0		1/2	1/2	3/4	1	3	1/4	1/4	1		7	73	C#5	5	7
1	1	2	2	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	2
1	1	5/2	5/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	3
2	2	3	3	1.5		0	0	3/4	1	3	3/8	1/4	3/2		2	62	D4	4	16
2	2	3	3	1.5		0	0	3/4	1	2	3/8	1/4	3/2		2	74	D5	5	15
2	2	3	3	1.5		0	0	3/4	1	1	3/8	1/4	3/2		6	78	F#5	5	11
2	2	9/2	9/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	12
2	2	5	5	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	13
2	2	11/2	11/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	14
3	3	6	6	1.0		0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	23
3	3	6	6	0.5		0	0	3/4	1	1	1/8	1/8	1		5	71	B4	4	17
3	3	13/2	13/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	18
3	3	7	7	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		4	64	E4	4	24
3	3	7	7	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	19
3	3	15/2	15/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	20
3	3	8	8	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		11	65	E#4	4	25
3	3	8	8	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	21
3	3	17/2	17/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	22
4	4	9	9	1.5		0	0	3/4	1	2	3/8	1/4	3/2		6	66	F#4	4	30
