mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5	0	5/8	6/8	1	1	1/8	1/8	1		0	60	C4	4	0
2	1	1/2	0.5	0	0	6/8	1	1	1/8	1/8	1		0	60	C4	4	1
2	1	1	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	2
2	1	3/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	52	E3	3	3
2	1	2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		0	48	C3	3	4
2	1	5/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	43	G2	2	5
2	1	3	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	40	E2	2	6
3	2	7/2	0.5	0	0	6/8	1	1	1/8	1/8	1		0	36	C2	2	7
3	2	4	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		0	60	C4	4	8
3	2	9/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	62	D4	4	9
3	2	5	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		0	60	C4	4	10
3	2	11/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	59	B3	3	11
3	2	6	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		0	60	C4	4	12
4	3	13/2	0.5	0	0	6/8	1	1	1/8	1/8	1		2	62	D4	4	13
4	3	7	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	14
4	3	15/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	55	G3	3	15
4	3	8	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	16
4	3	17/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	47	B2	2	17
4	3	9	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	43	G2	2	18
5	4	19/2	0.5	0	0	6/8	1	1	1/8	1/8	1		-1	41	F2	2	19
5	4	10	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		2	62	D4	4	20
5	4	21/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		0	60	C4	4	21
5	4	11	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	22
5	4	23/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		3	57	A3	3	23
5	4	12	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	24
6	5	25/2	0.5	0	0	6/8	1	1	1/8	1/8	1		0	60	C4	4	25
6	5	13	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	26
6	5	27/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		3	57	A3	3	27
6	5	14	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	28
6	5	29/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		-1	53	F3	3	29
6	5	15	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	30
7	6	31/2	0.5	0	0	6/8	1	1	1/8	1/8	1		-1	53	F3	3	31
7	6	16	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	32
7	6	33/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	43	G2	2	33
7	6	17	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		3	57	A3	3	34
7	6	35/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	55	G3	3	35
7	6	18	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		-1	53	F3	3	36
8	7	37/2	0.5	0	0	6/8	1	1	1/8	1/8	1		4	52	E3	3	37
8	7	19	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	38
8	7	39/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		0	48	C3	3	39
8	7	20	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	47	B2	2	40
8	7	41/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		0	48	C3	3	41
8	7	21	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	43	G2	2	42
9	8	43/2	1.5	0	0	6/8	1	1	3/8	1/4	3/2		0	36	C2	2	43
9	8	23	0.25	3/8	3/8	6/8	1	1	1/16	1/16	1		0	48	C3	3	44
9	8	93/4	0.25	7/16	7/16	6/8	1	1	1/16	1/16	1		2	50	D3	3	45
9	8	47/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		4	52	E3	3	46
9	8	24	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	47
10	9	49/2	0.5	0	0	6/8	1	1	1/8	1/8	1		5	47	B2	2	48
10	9	25	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	49
10	9	51/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	55	G3	3	50
10	9	26	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		3	57	A3	3	51
10	9	53/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	59	B3	3	52
10	9	27	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		0	60	C4	4	53
11	10	55/2	0.5	0	0	6/8	1	1	1/8	1/8	1		8	56	G#3	3	54
11	10	28	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		2	62	D4	4	55
11	10	57/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	52	E3	3	56
11	10	29	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		2	62	D4	4	57
11	10	59/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		0	60	C4	4	58
11	10	30	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	59
12	11	61/2	0.5	0	0	6/8	1	1	1/8	1/8	1		0	60	C4	4	60
12	11	31	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	61
12	11	63/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		3	57	A3	3	62
12	11	32	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		8	56	G#3	3	63
12	11	65/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		3	57	A3	3	64
12	11	33	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	65
13	12	67/2	0.5	0	0	6/8	1	1	1/8	1/8	1		0	48	C3	3	66
13	12	34	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	67
13	12	69/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	52	E3	3	68
13	12	35	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		0	48	C3	3	69
13	12	71/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		3	45	A2	2	70
13	12	36	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	43	G2	2	71
14	13	73/2	0.5	0	0	6/8	1	1	1/8	1/8	1		6	42	F#2	2	72
14	13	37	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		3	45	A2	2	73
14	13	75/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	50	D3	3	74
14	13	38	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	75
14	13	77/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		6	54	F#3	3	76
14	13	39	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	77
15	14	79/2	0.5	0	0	6/8	1	1	1/8	1/8	1		3	57	A3	3	78
15	14	40	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	79
15	14	81/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	50	D3	3	80
15	14	41	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		0	60	C4	4	81
15	14	83/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	59	B3	3	82
15	14	42	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	57	A3	3	83
16	15	85/2	0.5	0	0	6/8	1	1	1/8	1/8	1		5	59	B3	3	84
16	15	43	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		3	57	A3	3	85
16	15	87/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	55	G3	3	86
16	15	44	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	87
16	15	89/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	55	G3	3	88
16	15	45	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	89
17	16	91/2	0.5	0	0	6/8	1	1	1/8	1/8	1		5	47	B2	2	90
17	16	46	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		0	48	C3	3	91
17	16	93/2	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	50	D3	3	92
17	16	47	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	47	B2	2	93
17	16	95/2	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	43	G2	2	94
17	16	48	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		-1	41	F2	2	95
18	17	97/2	0.5	0	0	6/8	1	1	1/8	1/8	1		4	40	E2	2	96
18	17	49	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	97
