mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	4/4	1	1	1/4		1/4	1		1	55	0
1	1	0	0	4/4	1	1	1/4		1/4	1		2	62	0
1	1	0	0	4/4	1	1	1/4		1/4	1		-2	70	0
1	1	0	0	4/4	1	1	1/4		1/4	1	1	1	79	0
1	1	1/4	1/4	4/4	1	1	1/32		1/32	1	-1	1	79	1
1	1	9/32	9/32	4/4	1	1	1/32		1/32	1		-1	77	2
1	1	5/16	5/16	4/4	1	1	1/32		1/32	1		-3	75	3
1	1	11/32	11/32	4/4	1	1	1/32		1/32	1		2	74	4
1	1	3/8	3/8	4/4	1	1	1/32		1/32	1		0	72	5
1	1	13/32	13/32	4/4	1	1	1/32		1/32	1		-2	70	6
1	1	7/16	7/16	4/4	1	1	1/32		1/32	1		3	69	7
1	1	15/32	15/32	4/4	1	1	1/64		1/64	1		-2	70	8
1	1	31/64	31/64	4/4	1	1	1/64		1/64	1		1	67	9
1	1	1/2	1/2	4/4	1	2	1/4		1/4	1		3	57	21
1	1	1/2	1/2	4/4	1	1	1/8		1/8	1		1	67	10
1	1	1/2	1/2	4/4	1	2	1/4		1/4	1		0	72	21
1	1	5/8	5/8	4/4	1	1	1/8		1/8	1	1	6	66	11
1	1	3/4	3/4	4/4	1	1	1/32		1/32	1	-1	6	66	12
1	1	25/32	25/32	4/4	1	1	1/32		1/32	1		4	64	13
1	1	13/16	13/16	4/4	1	1	1/32		1/32	1		2	62	14
1	1	27/32	27/32	4/4	1	1	1/32		1/32	1		4	64	15
1	1	7/8	7/8	4/4	1	1	1/32		1/32	1		6	66	16
1	1	29/32	29/32	4/4	1	1	1/32		1/32	1		1	67	17
1	1	15/16	15/16	4/4	1	1	1/32		1/32	1		3	69	18
1	1	31/32	31/32	4/4	1	1	1/64		1/64	1		0	72	19
1	1	63/64	63/64	4/4	1	1	1/64		1/64	1		-2	70	20
2	2	0	0	4/4	1	2	1/8		1/8	1		2	62	41
2	2	0	0	4/4	1	1	1/8		1/8	1	1	0	72	22
2	2	0	0	4/4	1	2	1/8		1/8	1		6	78	41
2	2	1/8	1/8	4/4	1	1	1/32		1/32	1	-1	0	72	23
2	2	5/32	5/32	4/4	1	1	1/64		1/64	1		2	74	24
2	2	11/64	11/64	4/4	1	1	1/64		1/64	1		0	72	25
2	2	3/16	3/16	4/4	1	1	1/32		1/32	1		-2	70	26
2	2	7/32	7/32	4/4	1	1	1/32		1/32	1		0	72	27
2	2	1/4	1/4	4/4	1	1	3/32		1/16	3/2		0	72	28
2	2	11/32	11/32	4/4	1	1	1/64		1/64	1		-2	70	29
2	2	23/64	23/64	4/4	1	1	1/64		1/64	1		0	72	30
2	2	3/8	3/8	4/4	1	1	1/16		1/16	1		2	74	31
2	2	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	32
2	2	1/2	1/2	4/4	1	2	1/8		1/8	1		1	55	42
2	2	1/2	1/2	4/4	1	1	1/8		1/8	1		2	62	33
