mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	0.25	2	3/4	1/16	11/16					firstMeasure	2
2	2	1/4	3.0	2	3/4	3/4	0						3
3	3	13/4	3.0	2	3/4	3/4	0						4
4	4	25/4	3.0	2	3/4	3/4	0						5
5	5	37/4	3.0	2	3/4	3/4	0						6
6	6	49/4	3.0	2	3/4	3/4	0						7
7	7	61/4	3.0	2	3/4	3/4	0						8
8	8	73/4	3.0	2	3/4	3/4	0						9
9	9	85/4	3.0	2	3/4	3/4	0						10
10	10	97/4	3.0	2	3/4	3/4	0						11
11	11	109/4	3.0	2	3/4	3/4	0						12
12	12	121/4	3.0	2	3/4	3/4	0						13
13	13	133/4	3.0	2	3/4	3/4	0						14
14	14	145/4	3.0	2	3/4	3/4	0						15
15	15	157/4	3.0	2	3/4	3/4	0						16
16	16	169/4	3.0	2	3/4	3/4	0						17
17	17	181/4	3.0	2	3/4	3/4	0						18
18	18	193/4	3.0	2	3/4	3/4	0						19
19	19	205/4	3.0	2	3/4	3/4	0						20
20	20	217/4	3.0	2	3/4	3/4	0						21
21	21	229/4	3.0	2	3/4	3/4	0						22
22	22	241/4	3.0	2	3/4	3/4	0						23
23	23	253/4	3.0	2	3/4	3/4	0						24
24	24	265/4	3.0	2	3/4	3/4	0						25
25	25	277/4	3.0	2	3/4	3/4	0						26
26	26	289/4	3.0	2	3/4	3/4	0						27
27	27	301/4	3.0	2	3/4	3/4	0						28
28	28	313/4	3.0	2	3/4	3/4	0						29
29	29	325/4	3.0	2	3/4	3/4	0						30
30	30	337/4	3.0	2	3/4	3/4	0						31
31	31	349/4	3.0	2	3/4	3/4	0						32
32	32	361/4	3.0	2	3/4	3/4	0						33
33	33	373/4	2.75	2	3/4	11/16	0				line	end	1, 34
34	34	96	0.25	2	3/4	1/16	11/16			start-repeat		start	35
35	35	385/4	3.0	2	3/4	3/4	0						36
36	36	397/4	3.0	2	3/4	3/4	0						37
37	37	409/4	3.0	2	3/4	3/4	0						38
38	38	421/4	3.0	2	3/4	3/4	0						39
39	39	433/4	3.0	2	3/4	3/4	0						40
40	40	445/4	3.0	2	3/4	3/4	0						41
41	41	457/4	3.0	2	3/4	3/4	0						42
42	42	469/4	3.0	2	3/4	3/4	0						43
43	43	481/4	3.0	2	3/4	3/4	0						44
44	44	493/4	3.0	2	3/4	3/4	0						45
45	45	505/4	3.0	2	3/4	3/4	0						46
46	46	517/4	3.0	2	3/4	3/4	0						47
47	47	529/4	3.0	2	3/4	3/4	0						48
48	48	541/4	3.0	2	3/4	3/4	0						49
49	49	553/4	3.0	2	3/4	3/4	0						50
50	50	565/4	3.0	2	3/4	3/4	0						51
51	51	577/4	3.0	2	3/4	3/4	0						52
52	52	589/4	3.0	2	3/4	3/4	0						53
53	53	601/4	3.0	2	3/4	3/4	0						54
54	54	613/4	3.0	2	3/4	3/4	0						55
55	55	625/4	3.0	2	3/4	3/4	0						56
56	56	637/4	3.0	2	3/4	3/4	0						57
57	57	649/4	3.0	2	3/4	3/4	0						58
58	58	661/4	3.0	2	3/4	3/4	0						59
59	59	673/4	3.0	2	3/4	3/4	0						60
60	60	685/4	3.0	2	3/4	3/4	0						61
61	61	697/4	3.0	2	3/4	3/4	0						62
62	62	709/4	3.0	2	3/4	3/4	0						63
63	63	721/4	3.0	2	3/4	3/4	0						64
64	64	733/4	3.0	2	3/4	3/4	0						65
65	65	745/4	3.0	2	3/4	3/4	0						66
66	66	757/4	3.0	2	3/4	3/4	0						67
67	67	769/4	3.0	2	3/4	3/4	0						68
68	68	781/4	3.0	2	3/4	3/4	0						69
69	69	793/4	3.0	2	3/4	3/4	0						70
70	70	805/4	3.0	2	3/4	3/4	0						71
71	71	817/4	3.0	2	3/4	3/4	0						72
72	72	829/4	3.0	2	3/4	3/4	0						73
73	73	841/4	3.0	2	3/4	3/4	0						74
74	74	853/4	3.0	2	3/4	3/4	0						75
75	75	865/4	3.0	2	3/4	3/4	0						76
76	76	877/4	3.0	2	3/4	3/4	0						77
77	77	889/4	3.0	2	3/4	3/4	0						78
78	78	901/4	3.0	2	3/4	3/4	0						79
79	79	913/4	3.0	2	3/4	3/4	0						80
80	80	925/4	3.0	2	3/4	3/4	0						81
81	81	937/4	3.0	2	3/4	3/4	0						82
82	82	949/4	2.75	2	3/4	11/16	0					end	34, -1
