mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	2.0	0	2/2	1/2	1/2					firstMeasure	2
2	2	2	4.0	0	2/2	1	0						3
3	3	6	4.0	0	2/2	1	0						4
4	4	10	4.0	0	2/2	1	0						5
5	5	14	4.0	0	2/2	1	0						6
6	6	18	4.0	0	2/2	1	0						7
7	7	22	4.0	0	2/2	1	0						8
8	8	26	4.0	0	2/2	1	0						9
9	9	30	4.0	0	2/2	1	0				line		10
10	10	34	4.0	0	2/2	1	0						11
11	11	38	4.0	0	2/2	1	0						12
12	12	42	4.0	0	2/2	1	0						13
13	13	46	4.0	0	2/2	1	0						14
14	14	50	4.0	0	2/2	1	0						15
15	15	54	4.0	0	2/2	1	0						16
16	16	58	4.0	0	2/2	1	0				line		17
17	17	62	4.0	0	2/2	1	0						18
18	18	66	4.0	0	2/2	1	0						19
19	19	70	4.0	0	2/2	1	0						20
20	20	74	4.0	0	2/2	1	0						21
21	21	78	4.0	0	2/2	1	0						22
22	22	82	4.0	0	2/2	1	0						23
23	23	86	4.0	0	2/2	1	0				line		24
24	24	90	4.0	0	2/2	1	0						25
25	25	94	4.0	0	2/2	1	0						26
26	26	98	4.0	0	2/2	1	0						27
27	27	102	4.0	0	2/2	1	0						28
28	28	106	4.0	0	2/2	1	0						29
29	29	110	4.0	0	2/2	1	0						30
30	30	114	4.0	0	2/2	1	0				line		31
31	31	118	4.0	0	2/2	1	0						32
32	32	122	4.0	0	2/2	1	0						33
33	33	126	4.0	0	2/2	1	0						34
34	34	130	4.0	0	2/2	1	0						35
35	35	134	4.0	0	2/2	1	0						36
36	36	138	4.0	0	2/2	1	0						37
37	37	142	4.0	0	2/2	1	0				line		38
38	38	146	4.0	0	2/2	1	0						39
39	39	150	4.0	0	2/2	1	0						40
40	40	154	4.0	0	2/2	1	0						41
41	41	158	4.0	0	2/2	1	0						42
42	42	162	4.0	0	2/2	1	0						43
43	43	166	4.0	0	2/2	1	0						44
44	44	170	4.0	0	2/2	1	0				line		45
45	45	174	4.0	0	2/2	1	0						46
46	46	178	4.0	0	2/2	1	0						47
47	47	182	4.0	0	2/2	1	0						48
48	48	186	4.0	0	2/2	1	0						49
49	49	190	4.0	0	2/2	1	0						50
50	50	194	4.0	0	2/2	1	0						51
51	51	198	4.0	0	2/2	1	0				line		52
52	52	202	4.0	0	2/2	1	0						53
53	53	206	4.0	0	2/2	1	0						54
54	54	210	4.0	0	2/2	1	0						55
55	55	214	4.0	0	2/2	1	0						56
56	56	218	4.0	0	2/2	1	0						57
57	57	222	4.0	0	2/2	1	0						58
58	58	226	4.0	0	2/2	1	0				line		59
59	59	230	4.0	0	2/2	1	0						60
60	60	234	4.0	0	2/2	1	0						61
61	61	238	4.0	0	2/2	1	0						62
62	62	242	4.0	0	2/2	1	0						63
63	63	246	4.0	0	2/2	1	0						64
64	64	250	4.0	0	2/2	1	0						65
65	65	254	4.0	0	2/2	1	0				line		66
66	66	258	4.0	0	2/2	1	0						67
67	67	262	4.0	0	2/2	1	0						68
68	68	266	4.0	0	2/2	1	0						69
69	69	270	4.0	0	2/2	1	0						70
70	70	274	4.0	0	2/2	1	0						71
71	71	278	4.0	0	2/2	1	0						72
72	72	282	4.0	0	2/2	1	0				line		73
73	73	286	4.0	0	2/2	1	0						74
74	74	290	4.0	0	2/2	1	0						75
75	75	294	4.0	0	2/2	1	0						76
76	76	298	4.0	0	2/2	1	0						77
77	77	302	4.0	0	2/2	1	0						78
78	78	306	4.0	0	2/2	1	0						79
79	79	310	4.0	0	2/2	1	0						80
80	80	314	4.0	0	2/2	1	0						81
81	81	318	4.0	0	2/2	1	0						82
82	82	322	4.0	0	2/2	1	0				line		83
83	83	326	4.0	0	2/2	1	0						84
84	84	330	4.0	0	2/2	1	0						85
85	85	334	4.0	0	2/2	1	0						86
86	86	338	4.0	0	2/2	1	0						87
87	87	342	4.0	0	2/2	1	0						88
88	88	346	4.0	0	2/2	1	0						89
89	89	350	4.0	0	2/2	1	0						90
90	90	354	4.0	0	2/2	1	0						91
91	91	358	4.0	0	2/2	1	0						92
92	92	362	4.0	0	2/2	1	0						93
93	93	366	4.0	0	2/2	1	0						94
94	94	370	4.0	0	2/2	1	0						95
95	95	374	4.0	0	2/2	1	0						96
96	96	378	4.0	0	2/2	1	0						97
97	97	382	4.0	0	2/2	1	0						98
98	98	386	4.0	0	2/2	1	0						99
99	99	390	4.0	0	2/2	1	0						100
100	100	394	4.0	0	2/2	1	0				line		101
101	101	398	4.0	0	2/2	1	0						102
102	102	402	4.0	0	2/2	1	0						103
103	103	406	4.0	0	2/2	1	0						104
104	104	410	4.0	0	2/2	1	0						105
105	105	414	4.0	0	2/2	1	0				line		106
106	106	418	4.0	0	2/2	1	0						107
107	107	422	4.0	0	2/2	1	0						108
108	108	426	4.0	0	2/2	1	0						109
109	109	430	4.0	0	2/2	1	0						110
110	110	434	4.0	0	2/2	1	0						111
111	111	438	4.0	0	2/2	1	0						112
112	112	442	4.0	0	2/2	1	0				line		113
113	113	446	4.0	0	2/2	1	0						114
114	114	450	4.0	0	2/2	1	0						115
115	115	454	4.0	0	2/2	1	0						116
116	116	458	4.0	0	2/2	1	0						117
117	117	462	4.0	0	2/2	1	0						118
118	118	466	4.0	0	2/2	1	0						119
119	119	470	4.0	0	2/2	1	0				line		120
120	120	474	4.0	0	2/2	1	0						121
121	121	478	4.0	0	2/2	1	0						122
122	122	482	4.0	0	2/2	1	0						123
123	123	486	4.0	0	2/2	1	0						124
124	124	490	4.0	0	2/2	1	0						125
125	125	494	4.0	0	2/2	1	0						126
126	126	498	4.0	0	2/2	1	0						127
127	127	502	4.0	0	2/2	1	0				line		128
128	128	506	4.0	0	2/2	1	0						129
129	129	510	4.0	0	2/2	1	0						130
130	130	514	4.0	0	2/2	1	0						131
131	131	518	4.0	0	2/2	1	0						132
132	132	522	4.0	0	2/2	1	0						133
133	133	526	4.0	0	2/2	1	0						134
134	134	530	4.0	0	2/2	1	0				line		135
135	135	534	4.0	0	2/2	1	0						136
136	136	538	4.0	0	2/2	1	0						137
137	137	542	4.0	0	2/2	1	0						138
138	138	546	4.0	0	2/2	1	0						139
139	139	550	4.0	0	2/2	1	0						140
140	140	554	4.0	0	2/2	1	0						141
141	141	558	4.0	0	2/2	1	0						142
142	142	562	4.0	0	2/2	1	0				line		143
143	143	566	4.0	0	2/2	1	0						144
144	144	570	4.0	0	2/2	1	0						145
145	145	574	4.0	0	2/2	1	0						146
146	146	578	4.0	0	2/2	1	0						147
147	147	582	4.0	0	2/2	1	0						148
148	148	586	4.0	0	2/2	1	0						149
149	149	590	4.0	0	2/2	1	0						150
150	150	594	4.0	0	2/2	1	0				line		151
151	151	598	4.0	0	2/2	1	0						152
152	152	602	4.0	0	2/2	1	0						153
153	153	606	4.0	0	2/2	1	0						154
154	154	610	4.0	0	2/2	1	0						155
155	155	614	4.0	0	2/2	1	0						156
156	156	618	4.0	0	2/2	1	0						157
157	157	622	4.0	0	2/2	1	0				line		158
158	158	626	4.0	0	2/2	1	0						159
159	159	630	4.0	0	2/2	1	0						160
160	160	634	4.0	0	2/2	1	0						161
161	161	638	4.0	0	2/2	1	0						162
162	162	642	4.0	0	2/2	1	0						163
163	163	646	4.0	0	2/2	1	0						164
164	164	650	4.0	0	2/2	1	0						165
165	165	654	4.0	0	2/2	1	0				line		166
166	166	658	4.0	0	2/2	1	0						167
167	167	662	4.0	0	2/2	1	0						168
168	168	666	4.0	0	2/2	1	0						169
169	169	670	4.0	0	2/2	1	0						170
170	170	674	4.0	0	2/2	1	0						171
171	171	678	4.0	0	2/2	1	0				line		172
172	172	682	4.0	0	2/2	1	0						173
173	173	686	4.0	0	2/2	1	0						174
174	174	690	4.0	0	2/2	1	0						175
175	175	694	4.0	0	2/2	1	0						176
176	176	698	4.0	0	2/2	1	0						177
177	177	702	4.0	0	2/2	1	0				line		178
178	178	706	4.0	0	2/2	1	0						179
179	179	710	4.0	0	2/2	1	0						180
180	180	714	4.0	0	2/2	1	0						181
181	181	718	4.0	0	2/2	1	0						182
182	182	722	4.0	0	2/2	1	0						183
183	183	726	4.0	0	2/2	1	0				line		184
184	184	730	4.0	0	2/2	1	0						185
185	185	734	4.0	0	2/2	1	0						186
186	186	738	4.0	0	2/2	1	0						187
187	187	742	4.0	0	2/2	1	0						188
188	188	746	4.0	0	2/2	1	0						189
189	189	750	4.0	0	2/2	1	0				line		190
190	190	754	4.0	0	2/2	1	0						191
191	191	758	4.0	0	2/2	1	0						192
192	192	762	4.0	0	2/2	1	0						193
193	193	766	4.0	0	2/2	1	0						194
194	194	770	4.0	0	2/2	1	0						195
195	195	774	4.0	0	2/2	1	0				line		196
196	196	778	4.0	0	2/2	1	0						197
197	197	782	4.0	0	2/2	1	0						198
198	198	786	4.0	0	2/2	1	0						199
199	199	790	4.0	0	2/2	1	0						200
200	200	794	4.0	0	2/2	1	0						201
201	201	798	4.0	0	2/2	1	0				line		202
202	202	802	4.0	0	2/2	1	0						203
203	203	806	4.0	0	2/2	1	0						204
204	204	810	4.0	0	2/2	1	0						205
205	205	814	4.0	0	2/2	1	0						206
206	206	818	4.0	0	2/2	1	0						207
207	207	822	4.0	0	2/2	1	0						208
208	208	826	4.0	0	2/2	1	0						209
209	209	830	4.0	0	2/2	1	0				line		210
210	210	834	4.0	0	2/2	1	0						211
211	211	838	4.0	0	2/2	1	0						212
212	212	842	4.0	0	2/2	1	0						213
213	213	846	4.0	0	2/2	1	0						214
214	214	850	4.0	0	2/2	1	0						215
215	215	854	4.0	0	2/2	1	0						216
216	216	858	4.0	0	2/2	1	0				line		217
217	217	862	4.0	0	2/2	1	0						218
218	218	866	4.0	0	2/2	1	0						219
219	219	870	4.0	0	2/2	1	0						220
220	220	874	4.0	0	2/2	1	0						221
221	221	878	4.0	0	2/2	1	0						222
222	222	882	4.0	0	2/2	1	0						223
223	223	886	4.0	0	2/2	1	0				line		224
224	224	890	4.0	0	2/2	1	0						225
225	225	894	4.0	0	2/2	1	0						226
226	226	898	4.0	0	2/2	1	0						227
227	227	902	4.0	0	2/2	1	0						228
228	228	906	4.0	0	2/2	1	0						229
229	229	910	4.0	0	2/2	1	0						230
230	230	914	4.0	0	2/2	1	0				line		231
231	231	918	4.0	0	2/2	1	0						232
232	232	922	4.0	0	2/2	1	0						233
233	233	926	4.0	0	2/2	1	0						234
234	234	930	4.0	0	2/2	1	0						235
235	235	934	4.0	0	2/2	1	0						236
236	236	938	4.0	0	2/2	1	0						237
237	237	942	4.0	0	2/2	1	0				line		238
238	238	946	4.0	0	2/2	1	0						239
239	239	950	4.0	0	2/2	1	0						240
240	240	954	4.0	0	2/2	1	0						241
241	241	958	4.0	0	2/2	1	0						242
242	242	962	4.0	0	2/2	1	0						243
243	243	966	4.0	0	2/2	1	0						244
244	244	970	4.0	0	2/2	1	0				line		245
245	245	974	4.0	0	2/2	1	0						246
246	246	978	4.0	0	2/2	1	0						247
247	247	982	4.0	0	2/2	1	0						248
248	248	986	4.0	0	2/2	1	0						249
249	249	990	4.0	0	2/2	1	0						250
250	250	994	4.0	0	2/2	1	0				line		251
251	251	998	4.0	0	2/2	1	0						252
252	252	1002	4.0	0	2/2	1	0						253
253	253	1006	4.0	0	2/2	1	0						254
254	254	1010	4.0	0	2/2	1	0						255
255	255	1014	4.0	0	2/2	1	0						256
256	256	1018	4.0	0	2/2	1	0				line		257
257	257	1022	4.0	0	2/2	1	0						258
258	258	1026	4.0	0	2/2	1	0						259
259	259	1030	4.0	0	2/2	1	0						260
260	260	1034	4.0	0	2/2	1	0						261
261	261	1038	4.0	0	2/2	1	0						262
262	262	1042	4.0	0	2/2	1	0				line		263
263	263	1046	4.0	0	2/2	1	0						264
