mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	0	4.5	2	9/8	9/8	0						firstMeasure	2
2	2	9/2	9/2	4.5	2	9/8	9/8	0							3
3	3	9	9	4.5	2	9/8	9/8	0							4
4	4	27/2	27/2	4.5	2	9/8	9/8	0							5
5	5	18	18	4.5	2	9/8	9/8	0							6
6	6	45/2	45/2	4.5	2	9/8	9/8	0							7
7	7	27	27	4.5	2	9/8	9/8	0							8, 9
8	8		63/2	4.5	2	9/8	9/8	0	1					end	1
9	8	63/2	36	4.5	2	9/8	9/8	0	2		1				10
10	9	36	81/2	4.5	2	9/8	9/8	0						start	11
11	10	81/2	45	4.5	2	9/8	9/8	0							12
12	11	45	99/2	4.5	2	9/8	9/8	0							13
13	12	99/2	54	4.5	2	9/8	9/8	0							14
14	13	54	117/2	4.5	2	9/8	9/8	0							15
15	14	117/2	63	4.5	2	9/8	9/8	0							16
16	15	63	135/2	4.5	2	9/8	9/8	0							17
17	16	135/2	72	4.5	2	9/8	9/8	0							18
18	17	72	153/2	4.5	2	9/8	9/8	0							19
19	18	153/2	81	4.5	2	9/8	9/8	0							20
20	19	81	171/2	4.5	2	9/8	9/8	0							21
21	20	171/2	90	4.5	2	9/8	9/8	0							22
22	21	90	189/2	4.5	2	9/8	9/8	0							23
23	22	189/2	99	4.5	2	9/8	9/8	0							24
24	23	99	207/2	4.5	2	9/8	9/8	0							25
25	24	207/2	108	4.5	2	9/8	9/8	0							26
26	25	108	225/2	4.5	2	9/8	9/8	0							27
27	26	225/2	117	4.5	2	9/8	9/8	0							28
28	27	117	243/2	4.5	2	9/8	9/8	0							29
29	28	243/2	126	4.5	2	9/8	9/8	0							30
30	29	126	261/2	4.5	2	9/8	9/8	0							31
31	30	261/2	135	4.5	2	9/8	9/8	0							32
32	31	135	279/2	4.5	2	9/8	9/8	0							33, 34
33	32		144	4.5	2	9/8	9/8	0	1					end	10
34	32	279/2	297/2	4.5	2	9/8	9/8	0	2		1	end		lastMeasure	-1
