mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	2	9/8	9/8	0						firstMeasure	2
2	2	2	9/8	9/8	0							3
3	3	2	9/8	9/8	0							4
4	4	2	9/8	9/8	0							5
5	5	2	9/8	9/8	0							6
6	6	2	9/8	9/8	0							7
7	7	2	9/8	9/8	0							8, 9
8	8	2	9/8	9/8	0	1					end	1
9	8	2	9/8	9/8	0	2		1				10
10	9	2	9/8	9/8	0						start	11
11	10	2	9/8	9/8	0							12
12	11	2	9/8	9/8	0							13
13	12	2	9/8	9/8	0							14
14	13	2	9/8	9/8	0							15
15	14	2	9/8	9/8	0							16
16	15	2	9/8	9/8	0							17
17	16	2	9/8	9/8	0							18
18	17	2	9/8	9/8	0							19
19	18	2	9/8	9/8	0							20
20	19	2	9/8	9/8	0							21
21	20	2	9/8	9/8	0							22
22	21	2	9/8	9/8	0							23
23	22	2	9/8	9/8	0							24
24	23	2	9/8	9/8	0							25
25	24	2	9/8	9/8	0							26
26	25	2	9/8	9/8	0							27
27	26	2	9/8	9/8	0							28
28	27	2	9/8	9/8	0							29
29	28	2	9/8	9/8	0							30
30	29	2	9/8	9/8	0							31
31	30	2	9/8	9/8	0							32
32	31	2	9/8	9/8	0							33, 34
33	32	2	9/8	9/8	0	1					end	10
34	32	2	9/8	9/8	0	2		1	end		lastMeasure	-1
