mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0.25	-3	2/2	1/16	15/16		1			firstMeasure	2
2	1	1/4	4.0	-3	2/2	1	0						3
3	2	17/4	4.0	-3	2/2	1	0						4
4	3	33/4	4.0	-3	2/2	1	0						5
5	4	49/4	4.0	-3	2/2	1	0						6
6	5	65/4	4.0	-3	2/2	1	0						7
7	6	81/4	4.0	-3	2/2	1	0						8
8	7	97/4	4.0	-3	2/2	1	0						9
9	8	113/4	4.0	-3	2/2	1	0						10
10	9	129/4	4.0	-3	2/2	1	0						11
11	10	145/4	4.0	-3	2/2	1	0						12
12	11	161/4	4.0	-3	2/2	1	0						13
13	12	177/4	4.0	-3	2/2	1	0						14
14	13	193/4	4.0	-3	2/2	1	0						15
15	14	209/4	4.0	-3	2/2	1	0						16
16	15	225/4	4.0	-3	2/2	1	0						17
17	16	241/4	4.0	-3	2/2	1	0						18
18	17	257/4	4.0	-3	2/2	1	0						19
19	18	273/4	4.0	-3	2/2	1	0			end-start-repeat			20
20	19	289/4	4.0	-3	2/2	1	0						21
21	20	305/4	4.0	-3	2/2	1	0						22
22	21	321/4	4.0	-3	2/2	1	0						23
23	22	337/4	4.0	-3	2/2	1	0						24
24	23	353/4	4.0	-3	2/2	1	0						25
25	24	369/4	4.0	-3	2/2	1	0						26
26	25	385/4	4.0	-3	2/2	1	0						27
27	26	401/4	4.0	-3	2/2	1	0						28
28	27	417/4	4.0	-3	2/2	1	0						29
29	28	433/4	4.0	-3	2/2	1	0						30
30	29	449/4	4.0	-3	2/2	1	0						31
31	30	465/4	4.0	-3	2/2	1	0						32
32	31	481/4	4.0	-3	2/2	1	0						33
33	32	497/4	4.0	-3	2/2	1	0						34
34	33	513/4	4.0	-3	2/2	1	0						35
35	34	529/4	4.0	-3	2/2	1	0						36
36	35	545/4	4.0	-3	2/2	1	0						37
37	36	561/4	3.75	-3	2/2	15/16	0					lastMeasure	-1
