mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	0.5	2	3/4	1/8	5/8					firstMeasure	2
2	2	1/2	3.0	2	3/4	3/4	0						3
3	3	7/2	3.0	2	3/4	3/4	0						4
4	4	13/2	3.0	2	3/4	3/4	0						5
5	5	19/2	3.0	2	3/4	3/4	0						6
6	6	25/2	3.0	2	3/4	3/4	0						7
7	7	31/2	3.0	2	3/4	3/4	0				line		8
8	8	37/2	3.0	2	3/4	3/4	0						9
9	9	43/2	3.0	2	3/4	3/4	0						10
10	10	49/2	3.0	2	3/4	3/4	0						11
11	11	55/2	3.0	2	3/4	3/4	0						12
12	12	61/2	3.0	2	3/4	3/4	0						13
13	13	67/2	3.0	2	3/4	3/4	0						14
14	14	73/2	3.0	2	3/4	3/4	0				line		15
15	15	79/2	3.0	2	3/4	3/4	0						16
16	16	85/2	3.0	2	3/4	3/4	0						17
17	17	91/2	3.0	2	3/4	3/4	0						18
18	18	97/2	3.0	2	3/4	3/4	0						19
19	19	103/2	3.0	2	3/4	3/4	0						20
20	20	109/2	3.0	2	3/4	3/4	0				line		21
21	21	115/2	3.0	2	3/4	3/4	0						22
22	22	121/2	3.0	2	3/4	3/4	0						23
23	23	127/2	3.0	2	3/4	3/4	0						24
24	24	133/2	3.0	2	3/4	3/4	0						25
25	25	139/2	3.0	2	3/4	3/4	0						26
26	26	145/2	3.0	2	3/4	3/4	0				line		27
27	27	151/2	3.0	2	3/4	3/4	0						28
28	28	157/2	3.0	2	3/4	3/4	0						29
29	29	163/2	3.0	2	3/4	3/4	0						30
30	30	169/2	3.0	2	3/4	3/4	0						31
31	31	175/2	3.0	2	3/4	3/4	0						32
32	32	181/2	3.0	2	3/4	3/4	0						33
33	33	187/2	2.5	2	3/4	5/8	0				line	end	1, 34
34	34	96	0.5	2	3/4	1/8	5/8			start-repeat		start	35
35	35	193/2	3.0	2	3/4	3/4	0						36
36	36	199/2	3.0	2	3/4	3/4	0						37
37	37	205/2	3.0	2	3/4	3/4	0						38
38	38	211/2	3.0	2	3/4	3/4	0						39
39	39	217/2	3.0	2	3/4	3/4	0						40
40	40	223/2	3.0	2	3/4	3/4	0				line		41
41	41	229/2	3.0	2	3/4	3/4	0						42
42	42	235/2	3.0	2	3/4	3/4	0						43
43	43	241/2	3.0	2	3/4	3/4	0						44
44	44	247/2	3.0	2	3/4	3/4	0						45
45	45	253/2	3.0	2	3/4	3/4	0						46
46	46	259/2	3.0	2	3/4	3/4	0				line		47
47	47	265/2	3.0	2	3/4	3/4	0						48
48	48	271/2	3.0	2	3/4	3/4	0						49
49	49	277/2	3.0	2	3/4	3/4	0						50
50	50	283/2	3.0	2	3/4	3/4	0						51
51	51	289/2	3.0	2	3/4	3/4	0						52
52	52	295/2	3.0	2	3/4	3/4	0				line		53
53	53	301/2	3.0	2	3/4	3/4	0						54
54	54	307/2	3.0	2	3/4	3/4	0						55
55	55	313/2	3.0	2	3/4	3/4	0						56
56	56	319/2	3.0	2	3/4	3/4	0						57
57	57	325/2	3.0	2	3/4	3/4	0						58
58	58	331/2	3.0	2	3/4	3/4	0				line		59
59	59	337/2	3.0	2	3/4	3/4	0						60
60	60	343/2	3.0	2	3/4	3/4	0						61
61	61	349/2	3.0	2	3/4	3/4	0						62
62	62	355/2	3.0	2	3/4	3/4	0						63
63	63	361/2	3.0	2	3/4	3/4	0						64
64	64	367/2	3.0	2	3/4	3/4	0				line		65
65	65	373/2	3.0	2	3/4	3/4	0						66
66	66	379/2	3.0	2	3/4	3/4	0						67
67	67	385/2	3.0	2	3/4	3/4	0						68
68	68	391/2	3.0	2	3/4	3/4	0						69
69	69	397/2	3.0	2	3/4	3/4	0						70
70	70	403/2	3.0	2	3/4	3/4	0				line		71
71	71	409/2	3.0	2	3/4	3/4	0						72
72	72	415/2	3.0	2	3/4	3/4	0						73
73	73	421/2	3.0	2	3/4	3/4	0						74
74	74	427/2	3.0	2	3/4	3/4	0						75
75	75	433/2	3.0	2	3/4	3/4	0						76
76	76	439/2	3.0	2	3/4	3/4	0				line		77
77	77	445/2	3.0	2	3/4	3/4	0						78
78	78	451/2	3.0	2	3/4	3/4	0						79
79	79	457/2	3.0	2	3/4	3/4	0						80
80	80	463/2	3.0	2	3/4	3/4	0						81
81	81	469/2	3.0	2	3/4	3/4	0						82
82	82	475/2	2.5	2	3/4	5/8	0				line	end	34, -1
