mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	4	2/2	1/4	3/4						firstMeasure	2
2	2	4	2/2	1	0							3
3	3	4	2/2	1	0							4
4	4	4	2/2	1	0							5
5	5	4	2/2	1	0					line		6
6	6	4	2/2	1	0							7
7	7	4	2/2	1	0							8
8	8	4	2/2	1	0							9
9	9	4	2/2	1	0					line		10
10	10	4	2/2	1	0							11
11	11	4	2/2	1	0							12
12	12	4	2/2	1	0							13
13	13	4	2/2	1	0					line		14
14	14	4	2/2	1	0							15
15	15	4	2/2	1	0							16
16	16	4	2/2	1	0							17
17	17	4	2/2	3/4	0					line	end	1, 18
18	18	4	2/2	1/4	3/4				start-repeat		start	19
19	19	4	2/2	1	0							20
20	20	4	2/2	1	0							21
21	21	4	2/2	1	0							22
22	22	4	2/2	1	0					line		23
23	23	4	2/2	1	0							24
24	24	4	2/2	1	0							25
25	25	4	2/2	1	0							26
26	26	4	2/2	1	0					line		27
27	27	4	2/2	1	0							28
28	28	4	2/2	1	0							29
29	29	4	2/2	1	0							30
30	30	4	2/2	1	0					line		31
31	31	4	2/2	1	0							32
32	32	4	2/2	1	0							33
33	33	4	2/2	1	0					line		34
34	34	4	2/2	1	0							35
35	35	4	2/2	1	0							36
36	36	4	2/2	1	0							37
37	37	4	2/2	1	0							38
38	38	4	2/2	3/4	0					line	end	18, -1
