mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	1.0	4	2/2	1/4	3/4					firstMeasure	2
2	2	1	4.0	4	2/2	1	0						3
3	3	5	4.0	4	2/2	1	0						4
4	4	9	4.0	4	2/2	1	0						5
5	5	13	4.0	4	2/2	1	0				line		6
6	6	17	4.0	4	2/2	1	0						7
7	7	21	4.0	4	2/2	1	0						8
8	8	25	4.0	4	2/2	1	0						9
9	9	29	4.0	4	2/2	1	0				line		10
10	10	33	4.0	4	2/2	1	0						11
11	11	37	4.0	4	2/2	1	0						12
12	12	41	4.0	4	2/2	1	0						13
13	13	45	4.0	4	2/2	1	0				line		14
14	14	49	4.0	4	2/2	1	0						15
15	15	53	4.0	4	2/2	1	0						16
16	16	57	4.0	4	2/2	1	0						17
17	17	61	3.0	4	2/2	3/4	0				line	end	1, 18
18	18	64	1.0	4	2/2	1/4	3/4			start-repeat		start	19
19	19	65	4.0	4	2/2	1	0						20
20	20	69	4.0	4	2/2	1	0						21
21	21	73	4.0	4	2/2	1	0						22
22	22	77	4.0	4	2/2	1	0				line		23
23	23	81	4.0	4	2/2	1	0						24
24	24	85	4.0	4	2/2	1	0						25
25	25	89	4.0	4	2/2	1	0						26
26	26	93	4.0	4	2/2	1	0				line		27
27	27	97	4.0	4	2/2	1	0						28
28	28	101	4.0	4	2/2	1	0						29
29	29	105	4.0	4	2/2	1	0						30
30	30	109	4.0	4	2/2	1	0				line		31
31	31	113	4.0	4	2/2	1	0						32
32	32	117	4.0	4	2/2	1	0						33
33	33	121	4.0	4	2/2	1	0				line		34
34	34	125	4.0	4	2/2	1	0						35
35	35	129	4.0	4	2/2	1	0						36
36	36	133	4.0	4	2/2	1	0						37
37	37	137	4.0	4	2/2	1	0						38
38	38	141	3.0	4	2/2	3/4	0				line	end	18, -1
