mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	6/8	1	1	E.I{	E	I		I	I						{	M	0	0	4, 8, 5		4	4	3	7	0.3	0.1875	0.6875	0.21428571428571427
3	2	0	0	6/8	1	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	1	3	0.25	0.0625	0.3125	0.16666666666666666
3	2	3/8	3/8	6/8	1	1	ii6	E	I		ii6	ii		6					m	0	0	3, 7, 6		6	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
4	3	0	0	6/8	1	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	3	3	0.5	0.1875	0.1875	0.5
4	3	3/8	3/8	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
5	4	0	0	6/8	1	1	I}	E	I		I	I						}	M	0	0	4, 8, 5		4	4	4	6	0.4	0.25	0.5	0.3333333333333333
6	5	0	0	6/8	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	0.375	0.0
6	5	3/8	3/8	6/8	1	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.375	0.0
7	6	0	0	6/8	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	0.375	0.0
7	6	3/8	3/8	6/8	1	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.375	0.0
8	7	0	0	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	6	0.0	0.0	0.375	0.0
8	7	3/8	3/8	6/8	1	1	I(4)	E	I		I(4)	I			4				M	0	0	4, 3, 5		4	4	0	2	0.0	0.0	0.125	0.0
8	7	1/2	1/2	6/8	1	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
9	8	0	0	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	4	0.0	0.0	0.375	0.0
9	8	3/8	3/8	6/8	1	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
10	9	0	0	6/8	1	1	vii%7/V	E	I		vii%7/V	vii	%	7		V			%7	0	0	10, 7, 4, 8		10	10	0	4	0.0	0.0	0.375	0.0
10	9	3/8	3/8	6/8	1	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	3	3	0.5	0.1875	0.1875	0.5
11	10	0	0	6/8	1	1	vi7/V	E	I		vi7/V	vi		7		V			mm7	0	0	8, 5, 9, 6		8	8	0	4	0.0	0.0	0.375	0.0
11	10	3/8	3/8	6/8	1	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6	6	5	7	0.4166666666666667	0.3125	0.4375	0.4166666666666667
12	11	3/8	3/8	6/8	1	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	4, 8, 7		7	4	9	13	0.4090909090909091	0.5625	0.9375	0.375
14	13	3/8	3/8	6/8	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	7, 4, 8		7	7	0	6	0.0	0.0	0.375	0.0
15	14	0	0	6/8	1	1	viio/V	E	I		viio/V	vii	o			V			o	0	0	10, 7, 4		10	10	0	4	0.0	0.0	0.375	0.0
15	14	3/8	3/8	6/8	1	1	V6/V	E	I		V6/V	V		6		V			M	0	0	10, 7, 6		6	10	0	6	0.0	0.0	0.375	0.0
16	15	0	0	6/8	1	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6	6	4	7	0.36363636363636365	0.25	0.5	0.3333333333333333
17	16	0	0	6/8	1	1	V}	E	I		V	V						}	M	0	0	5, 9, 6		5	5	6	11	0.35294117647058826	0.375	1.125	0.25
20	18	0	0	6/8	1	1	iio/ii	E	I		iio/ii	ii	o			ii			o	0	0	8, 5, 2		8	8	1	3	0.25	0.0625	0.3125	0.16666666666666666
20	18	3/8	3/8	6/8	1	1	iv6/ii	E	I		iv6/ii	iv		6		ii			m	0	0	2, 6, 5		5	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
21	19	0	0	6/8	1	1	#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	11, 8, 5, 2		11	11	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
21	19	3/8	3/8	6/8	1	1	V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	7, 11, 8, 5		7	7	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
22	20	0	0	6/8	1	1	ii	E	I		ii	ii							m	0	0	6, 3, 7		6	6	3	3	0.5	0.1875	0.1875	0.5
22	20	3/8	3/8	6/8	1	1	V/ii	E	I		V/ii	V				ii			M	0	0	7, 11, 8		7	7	0	3	0.0	0.0	0.375	0.0
23	21	0	0	6/8	1	1	ii}{	E	I		ii	ii						}{	m	0	0	6, 3, 7		6	6	0	6	0.0	0.0	0.375	0.0
23	21	3/8	3/8	6/8	1	1	ii/IV	E	I		ii/IV	ii				IV			m	0	0	5, 2, 6		5	5	0	6	0.0	0.0	0.375	0.0
24	22	0	0	6/8	1	1	V/IV	E	I		V/IV	V				IV			M	0	0	4, 8, 5		4	4	0	6	0.0	0.0	0.375	0.0
24	22	3/8	3/8	6/8	1	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.375	0.0
25	23	0	0	6/8	1	1	vi/IV	E	I		vi/IV	vi				IV			m	0	0	6, 3, 7		6	6	3	3	0.5	0.1875	0.1875	0.5
