mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	1	1	.a.i{		a	i		i	i						{	m	1	1	3, 0, 4		3	3	5	18	0.21739130434782608	0.28125	1.09375	0.20454545454545456
2	2	3/8	3/8	2/2	1	1	V6		a	i		V6	V		6					M	1	1	8, 5, 4		4	8	0	2	0.0	0.0	0.125	0.0
2	2	1/2	1/2	2/2	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	1	6	0.14285714285714285	0.03125	0.34375	0.08333333333333333
2	2	7/8	7/8	2/2	1	1	V6		a	i		V6	V		6					M	1	1	8, 5, 4		4	8	0	2	0.0	0.0	0.125	0.0
3	3	0	0	2/2	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.03125	0.09375	0.25
3	3	1/8	1/8	2/2	1	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	1	2	0.3333333333333333	0.03125	0.09375	0.25
3	3	1/4	1/4	2/2	1	1	i6		a	i		i6	i		6					m	1	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.03125	0.09375	0.25
3	3	3/8	3/8	2/2	1	1	iio6	iv	a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	1	2	0.3333333333333333	0.03125	0.09375	0.25
3	3	1/2	1/2	2/2	1	1	V		a	i		V	V							M	1	1	4, 8, 5		4	4	1	1	0.5	0.0625	0.0625	0.5
3	3	5/8	5/8	2/2	1	1	iio6	iv	a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.125	0.0
3	3	3/4	3/4	2/2	1	1	V43		a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	1	3	0.25	0.0625	0.1875	0.25
4	4	0	0	2/2	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.03125	0.09375	0.25
4	4	1/8	1/8	2/2	1	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	1	2	0.3333333333333333	0.03125	0.09375	0.25
4	4	1/4	1/4	2/2	1	1	i6		a	i		i6	i		6					m	1	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.03125	0.09375	0.25
4	4	3/8	3/8	2/2	1	1	iio6	iv	a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	1	2	0.3333333333333333	0.03125	0.09375	0.25
4	4	1/2	1/2	2/2	1	1	V		a	i		V	V							M	1	1	4, 8, 5		4	4	1	1	0.5	0.0625	0.0625	0.5
4	4	5/8	5/8	2/2	1	1	iio6	iv	a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.125	0.0
4	4	3/4	3/4	2/2	1	1	V43		a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	1	3	0.25	0.0625	0.1875	0.25
5	5	0	0	2/2	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	0	8	0.0	0.0	0.5	0.0
5	5	1/2	1/2	2/2	1	1	V65		a	i		V65	V		65					Mm7	1	1	8, 5, 2, 4		4	8	1	7	0.125	0.0625	0.4375	0.125
6	6	0	0	2/2	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	0	8	0.0	0.0	0.5	0.0
6	6	1/2	1/2	2/2	1	1	V65		a	i		V65	V		65					Mm7	1	1	8, 5, 2, 4		4	8	1	7	0.125	0.0625	0.4375	0.125
7	7	0	0	2/2	1	1	i7		a	i		i7	i		7					mm7	1	1	3, 0, 4, 1		3	3	0	4	0.0	0.0	0.25	0.0
7	7	1/4	1/4	2/2	1	1	VI6		a	i		VI6	VI		6					M	1	1	3, 0, -1		-1	3	1	3	0.25	0.0625	0.1875	0.25
7	7	1/2	1/2	2/2	1	1	VII7		a	i		VII7	VII		7					Mm7	1	1	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.25	0.0
7	7	3/4	3/4	2/2	1	1	v6		a	i		v6	v		6					m	1	1	1, 5, 4		4	1	1	3	0.25	0.0625	0.1875	0.25
8	8	0	0	2/2	1	1	VIM7		a	i		VIM7	VI	M	7					MM7	1	1	-1, 3, 0, 4		-1	-1	0	4	0.0	0.0	0.25	0.0
8	8	1/4	1/4	2/2	1	1	iv6		a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	2	2	0.5	0.125	0.125	0.5
8	8	1/2	1/2	2/2	1	1	V		a	i		V	V							M	1	1	4, 8, 5		4	4	2	6	0.25	0.125	0.375	0.25
9	9	0	0	2/2	1	1	V65/iv		a	i		V65/iv	V		65		iv			Mm7	1	1	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.25	0.0
9	9	1/4	1/4	2/2	1	1	iv		a	i		iv	iv							m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
9	9	1/2	1/2	2/2	1	1	V65/III		a	i		V65/III	V		65		III			Mm7	1	1	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.25	0.0
9	9	3/4	3/4	2/2	1	1	III		a	i		III	III							M	1	1	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
10	10	0	0	2/2	1	1	VIM65		a	i		VIM65	VI	M	65					MM7	1	1	3, 0, 4, -1		-1	3	0	4	0.0	0.0	0.25	0.0
10	10	1/4	1/4	2/2	1	1	iio		a	i		iio	ii	o						o	1	1	5, 2, -1		5	5	1	3	0.25	0.0625	0.1875	0.25
10	10	1/2	1/2	2/2	1	1	V65		a	i		V65	V		65					Mm7	1	1	8, 5, 2, 4		4	8	0	4	0.0	0.0	0.25	0.0
10	10	3/4	3/4	2/2	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
10	10	7/8	7/8	2/2	1	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	2	0.0	0.0	0.125	0.0
11	11	0	0	2/2	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	0	8	0.0	0.0	0.5	0.0
11	11	1/2	1/2	2/2	1	1	v.#viio7		a	v		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	2	6	0.25	0.125	0.375	0.25
12	12	0	0	2/2	1	1	i		a	v		i	i							m	1	1	4, 1, 5		4	4	1	7	0.125	0.0625	0.4375	0.125
12	12	1/2	1/2	2/2	1	1	#vi%7		a	v		#vi%7	#vi	%	7					%7	1	1	7, 4, 1, 5		7	7	2	6	0.25	0.125	0.375	0.25
13	13	0	0	2/2	1	1	#viio65		a	v		#viio65	#vii	o	65					o7	1	1	6, 3, 0, 9		9	6	0	8	0.0	0.0	0.5	0.0
13	13	1/2	1/2	2/2	1	1	V65		a	v		V65	V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	8	0.0	0.0	0.5	0.0
14	14	0	0	2/2	1	1	i6		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	2	3	0.4	0.09375	0.15625	0.375
14	14	1/4	1/4	2/2	1	1	iv		a	v		iv	iv							m	1	1	3, 0, 4		3	3	1	4	0.2	0.03125	0.21875	0.125
14	14	1/2	1/2	2/2	1	1	VII		a	v		VII	VII							M	1	1	2, 6, 3		2	2	2	3	0.4	0.09375	0.15625	0.375
14	14	3/4	3/4	2/2	1	1	III		a	v		III	III							M	1	1	1, 5, 2		1	1	1	4	0.2	0.03125	0.21875	0.125
15	15	0	0	2/2	1	1	VI		a	v		VI	VI							M	1	1	0, 4, 1		0	0	2	3	0.4	0.09375	0.15625	0.375
15	15	1/4	1/4	2/2	1	1	iv6		a	v		iv6	iv		6					m	1	1	0, 4, 3		3	0	2	3	0.4	0.09375	0.15625	0.375
15	15	1/2	1/2	2/2	1	1	V		a	v		V	V							M	1	1	5, 9, 6		5	5	1	4	0.2	0.0625	0.1875	0.25
15	15	3/4	3/4	2/2	1	1	i6		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.125	0.0
15	15	7/8	7/8	2/2	1	1	VII6		a	v		VII6	VII		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	0.125	0.0
16	16	0	0	2/2	1	1	VI6(2)		a	v		VI6(2)	VI		6	2				M	1	1	4, 1, 2		0	4	2	3	0.4	0.09375	0.15625	0.375
16	16	1/4	1/4	2/2	1	1	VI6		a	v		VI6	VI		6					M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	0.125	0.0
16	16	3/8	3/8	2/2	1	1	vo6		a	v		vo6	v	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.125	0.0
16	16	1/2	1/2	2/2	1	1	iv6(2)		a	v		iv6(2)	iv		6	2				m	1	1	0, 4, 5		3	0	2	3	0.4	0.09375	0.15625	0.375
16	16	3/4	3/4	2/2	1	1	iv6		a	v		iv6	iv		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.125	0.0
16	16	7/8	7/8	2/2	1	1	III6		a	v		III6	III		6					M	1	1	5, 2, 1		1	5	0	2	0.0	0.0	0.125	0.0
17	17	0	0	2/2	1	1	.bII6		a	v		bII6	bII		6					M	1	1	3, 0, -1		-1	3	1	2	0.3333333333333333	0.03125	0.09375	0.25
17	17	1/8	1/8	2/2	1	1	III6		a	v		III6	III		6					M	1	1	5, 2, 1		1	5	1	2	0.3333333333333333	0.03125	0.09375	0.25
17	17	1/4	1/4	2/2	1	1	iv6		a	v		iv6	iv		6					m	1	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.03125	0.09375	0.25
17	17	3/8	3/8	2/2	1	1	vo6		a	v		vo6	v	o	6					o	1	1	2, -1, 5		5	2	1	2	0.3333333333333333	0.03125	0.09375	0.25
17	17	1/2	1/2	2/2	1	1	VI6		a	v		VI6	VI		6					M	1	1	4, 1, 0		0	4	1	2	0.3333333333333333	0.03125	0.09375	0.25
17	17	5/8	5/8	2/2	1	1	VII6		a	v		VII6	VII		6					M	1	1	6, 3, 2		2	6	1	2	0.3333333333333333	0.03125	0.09375	0.25
17	17	3/4	3/4	2/2	1	1	i6		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	1	2	0.3333333333333333	0.03125	0.09375	0.25
17	17	7/8	7/8	2/2	1	1	iio6		a	v		iio6	ii	o	6					o	1	1	3, 0, 6		6	3	1	2	0.3333333333333333	0.03125	0.09375	0.25
18	18	0	0	2/2	1	1	#viio7		a	v		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	2	6	0.25	0.125	0.375	0.25
18	18	1/2	1/2	2/2	1	1	i6		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	2	2	0.5	0.125	0.125	0.5
18	18	3/4	3/4	2/2	1	1	V		a	v		V	V							M	1	1	5, 9, 6		5	5	1	2	0.3333333333333333	0.0625	0.4375	0.125
19	19	0	0	2/2	1	1	i}{		a	v		i	i						}{	m	1	1	4, 1, 5		4	4	0	1	0.0	0.0	0.0625	0.0
19	19	1/16	1/16	2/2	1	1	IV6		a	v		IV6	IV		6					M	1	1	7, 4, 3		3	7	1	3	0.25	0.03125	0.15625	0.16666666666666666
19	19	1/4	1/4	2/2	1	1	V6		a	v		V6	V		6					M	1	1	9, 6, 5		5	9	1	4	0.2	0.03125	0.21875	0.125
19	19	1/2	1/2	2/2	1	1	VI6		a	v		VI6	VI		6					M	1	1	4, 1, 0		0	4	1	4	0.2	0.03125	0.21875	0.125
19	19	3/4	3/4	2/2	1	1	VII6		a	v		VII6	VII		6					M	1	1	6, 3, 2		2	6	1	4	0.2	0.03125	0.21875	0.125
20	20	0	0	2/2	1	1	i6		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	2	6	0.25	0.125	0.375	0.25
20	20	1/2	1/2	2/2	1	1	.bIIM65		a	v		bIIM65	bII	M	65					MM7	1	1	3, 0, 4, -1		-1	3	0	8	0.0	0.0	0.5	0.0
21	21	0	0	2/2	1	1	V		a	v		V	V							M	1	1	5, 9, 6		5	5	2	6	0.25	0.125	0.375	0.25
21	21	1/2	1/2	2/2	1	1	V7		a	v		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	2	6	0.25	0.125	0.375	0.25
22	22	0	0	2/2	1	1	i64		a	v		i64	i		64					m	1	1	5, 4, 1		4	5	3	5	0.375	0.1875	0.3125	0.375
22	22	1/2	1/2	2/2	1	1	iio6		a	v		iio6	ii	o	6					o	1	1	3, 0, 6		6	3	3	5	0.375	0.1875	0.3125	0.375
