mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	3/4	1	1	a.i{		a	i		i	i						{	m	1	1	3, 0, 4		3	3	5	7	0.4166666666666667	0.375	0.75	0.3333333333333333
3	2	1/4	1/4	3/4	1	1	v6		a	i		v6	v		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.5	0.0
4	3	0	0	3/4	1	1	iv6		a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	2	3	0.4	0.1875	0.3125	0.375
4	3	1/2	1/2	3/4	1	1	iio6		a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.25	0.0
5	4	0	0	3/4	1	1	V6		a	i		V6	V		6					M	1	1	8, 5, 4		4	8	3	4	0.42857142857142855	0.1875	0.5625	0.25
6	5	0	0	3/4	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.125	0.375	0.25
6	5	1/2	1/2	3/4	1	1	VI6		a	i		VI6	VI		6					M	1	1	3, 0, -1		-1	3	2	2	0.5	0.125	0.125	0.5
7	6	0	0	3/4	1	1	viio/III		a	i		viio/III	vii	o			III			o	1	1	5, 2, -1		5	5	2	5	0.2857142857142857	0.125	0.375	0.25
7	6	1/2	1/2	3/4	1	1	V6/III		a	i		V6/III	V		6		III			M	1	1	5, 2, 1		1	5	2	2	0.5	0.125	0.125	0.5
8	7	0	0	3/4	1	1	III6		a	i		III6	III		6					M	1	1	4, 1, 0		0	4	1	3	0.25	0.0625	0.1875	0.25
8	7	1/4	1/4	3/4	1	1	III		a	i		III	III							M	1	1	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
8	7	1/2	1/2	3/4	1	1	IV/III		a	i		IV/III	IV				III			M	1	1	-1, 3, 0		-1	-1	1	3	0.25	0.0625	0.1875	0.25
9	8	0	0	3/4	1	1	ii/III		a	i		ii/III	ii				III			m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
9	8	1/4	1/4	3/4	1	1	V6/III		a	i		V6/III	V		6		III			M	1	1	5, 2, 1		1	5	1	3	0.25	0.0625	0.1875	0.25
9	8	1/2	1/2	3/4	1	1	III6		a	i		III6	III		6					M	1	1	4, 1, 0		0	4	1	3	0.25	0.0625	0.1875	0.25
10	9	0	0	3/4	1	1	III		a	i		III	III							M	1	1	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
10	9	1/4	1/4	3/4	1	1	vi/III	IV6/III	a	i		vi/III	vi				III			m	1	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
10	9	1/2	1/2	3/4	1	1	ii/III		a	i		ii/III	ii				III			m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
11	10	0	0	3/4	1	1	V6/III		a	i		V6/III	V		6		III			M	1	1	5, 2, 1		1	5	0	1	0.0	0.0	0.375	0.0
11	10	3/8	3/8	3/4	1	1	V/III		a	i		V/III	V				III			M	1	1	1, 5, 2		1	1	3	3	0.5	0.1875	0.1875	0.5
12	11	0	0	3/4	1	1	#viio7		a	i		#viio7	#vii	o	7					o7	1	1	8, 5, 2, -1		8	8	3	6	0.3333333333333333	0.1875	0.5625	0.25
13	12	0	0	3/4	1	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	3	9	0.25	0.1875	0.5625	0.25
14	13	0	0	3/4	1	1	v.#viio7		a	v		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	0	8	0.0	0.0	0.5	0.0
14	13	1/2	1/2	3/4	1	1	V7		a	v		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	1	3	0.25	0.0625	0.1875	0.25
15	14	0	0	3/4	1	1	i		a	v		i	i							m	1	1	4, 1, 5		4	4	2	6	0.25	0.125	0.375	0.25
15	14	1/2	1/2	3/4	1	1	VI6		a	v		VI6	VI		6					M	1	1	4, 1, 0		0	4	1	3	0.25	0.0625	0.1875	0.25
16	15	0	0	3/4	1	1	V65/III		a	v		V65/III	V		65		III			Mm7	1	1	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.25	0.0
16	15	1/4	1/4	3/4	1	1	#viio/iv		a	v		#viio/iv	#vii	o			iv			o	1	1	8, 5, 2		8	8	1	7	0.125	0.0625	0.4375	0.125
17	16	0	0	3/4	1	1	iv		a	v		iv	iv							m	1	1	3, 0, 4		3	3	3	9	0.25	0.1875	0.5625	0.25
18	17	0	0	3/4	1	1	#viio65		a	v		#viio65	#vii	o	65					o7	1	1	6, 3, 0, 9		9	6	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
19	18	0	0	3/4	1	1	i6		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	0	4	0.0	0.0	0.25	0.0
19	18	1/4	1/4	3/4	1	1	i		a	v		i	i							m	1	1	4, 1, 5		4	4	4	4	0.5	0.25	0.25	0.5
20	19	0	0	3/4	1	1	V65/V		a	v		V65/V	V		65		V			Mm7	1	1	10, 7, 4, 6		6	10	2	7	0.2222222222222222	0.125	0.625	0.16666666666666666
21	20	0	0	3/4	1	1	V7		a	v		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	3	6	0.3333333333333333	0.1875	0.5625	0.25
22	21	0	0	3/4	1	1	#viio6		a	v		#viio6	#vii	o	6					o	1	1	6, 3, 9		9	6	0	2	0.0	0.0	0.125	0.0
22	21	1/8	1/8	3/4	1	1	i6		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.125	0.0
22	21	1/4	1/4	3/4	1	1	i		a	v		i	i							m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	0.25	0.0
22	21	1/2	1/2	3/4	1	1	V		a	v		V	V							M	1	1	5, 9, 6		5	5	0	2	0.0	0.0	0.25	0.0
23	22	0	0	3/4	1	1	i		a	v		i	i							m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	0.125	0.0
23	22	1/8	1/8	3/4	1	1	iv		a	v		iv	iv							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
23	22	1/4	1/4	3/4	1	1	i6		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.125	0.0
23	22	3/8	3/8	3/4	1	1	#viio6		a	v		#viio6	#vii	o	6					o	1	1	6, 3, 9		9	6	0	2	0.0	0.0	0.125	0.0
23	22	1/2	1/2	3/4	1	1	i|PAC}		a	v		i	i					PAC	}	m	1	1	4, 1, 5		4	4	0	1	0.0	0.0	0.125	0.0
23	22	5/8	5/8	3/4	1	1	III.V/vi{		a	III		V/vi	V				vi		{	M	1	0	4, 8, 5		4	4	6	6	0.5	0.4375	0.4375	0.5
25	24	0	0	3/4	1	1	vi		a	III		vi	vi							m	1	0	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
25	24	1/2	1/2	3/4	1	1	V		a	III		V	V							M	1	0	1, 5, 2		1	1	0	1	0.0	0.0	0.25	0.0
26	25	0	0	3/4	1	1	viio/V		a	III		viio/V	vii	o			V			o	1	0	6, 3, 0		6	6	2	3	0.4	0.1875	0.3125	0.375
26	25	1/2	1/2	3/4	1	1	V7/V		a	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
27	26	0	0	3/4	1	1	V		a	III		V	V							M	1	0	1, 5, 2		1	1	3	6	0.3333333333333333	0.1875	0.5625	0.25
28	27	0	0	3/4	1	1	vi		a	III		vi	vi							m	1	0	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
28	27	1/4	1/4	3/4	1	1	IV		a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1	1	3	0.25	0.0625	0.1875	0.25
28	27	1/2	1/2	3/4	1	1	ii		a	III		ii	ii							m	1	0	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
29	28	0	0	3/4	1	1	V		a	III		V	V							M	1	0	1, 5, 2		1	1	2	2	0.5	0.125	0.125	0.5
29	28	1/4	1/4	3/4	1	1	I6		a	III		I6	I		6					M	1	0	4, 1, 0		0	4	1	3	0.25	0.0625	0.1875	0.25
29	28	1/2	1/2	3/4	1	1	I		a	III		I	I							M	1	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
30	29	0	0	3/4	1	1	IV		a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1	5	7	0.4166666666666667	0.3125	0.4375	0.4166666666666667
31	30	0	0	3/4	1	1	V43		a	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2	3	9	0.25	0.1875	0.5625	0.25
32	31	0	0	3/4	1	1	I6		a	III		I6	I		6					M	1	0	4, 1, 0		0	4	1	9	0.1	0.0625	0.5625	0.1
32	31	5/8	5/8	3/4	1	1	V65/IV		a	III		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4	0	2	0.0	0.0	0.125	0.0
33	32	0	0	3/4	1	1	IV		a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1	5	7	0.4166666666666667	0.3125	0.4375	0.4166666666666667
34	33	0	0	3/4	1	1	V6/V		a	III		V6/V	V		6		V			M	1	0	6, 3, 2		2	6	1	9	0.1	0.0625	0.5625	0.1
34	33	5/8	5/8	3/4	1	1	V65/V		a	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.125	0.0
35	34	0	0	3/4	1	1	V		a	III		V	V							M	1	0	1, 5, 2		1	1	5	7	0.4166666666666667	0.3125	0.4375	0.4166666666666667
36	35	0	0	3/4	1	1	I6		a	III		I6	I		6					M	1	0	4, 1, 0		0	4	3	9	0.25	0.1875	0.5625	0.25
37	36	0	0	3/4	1	1	IVM7		a	III		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1	3	9	0.25	0.1875	0.5625	0.25
