mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	d.i{	d	i		i	i						{	m	1	1	2, -1, 3		2	2	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
2	2	0	0	3/4	1	1	#viio7	d	i		#viio7	#vii	o	7					o7	1	1	7, 4, 1, -2		7	7	3	6	0.3333333333333333	0.1875	0.5625	0.25
3	3	0	0	3/4	1	1	#viio65	d	i		#viio65	#vii	o	65					o7	1	1	4, 1, -2, 7		7	4	2	8	0.2	0.125	0.625	0.16666666666666666
4	4	0	0	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.1875	0.25
4	4	1/4	1/4	3/4	1	1	i}	d	i		i	i						}	m	1	1	2, -1, 3		2	2	2	2	0.5	0.25	0.25	0.5
5	5	0	0	3/4	1	1	VIM7{	d	i		VIM7	VI	M	7				{	MM7	1	1	-2, 2, -1, 3		-2	-2	2	8	0.2	0.125	0.625	0.16666666666666666
6	6	0	0	3/4	1	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	4, 1, -2, 2		4	4	3	9	0.25	0.1875	0.5625	0.25
7	7	0	0	3/4	1	1	v7	d	i		v7	v		7					mm7	1	1	3, 0, 4, 1		3	3	2	8	0.2	0.125	0.625	0.16666666666666666
8	8	0	0	3/4	1	1	i7	d	i		i7	i		7					mm7	1	1	2, -1, 3, 0		2	2	3	9	0.25	0.1875	0.5625	0.25
9	9	0	0	3/4	1	1	iv7	d	i		iv7	iv		7					mm7	1	1	1, -2, 2, -1		1	1	2	8	0.2	0.125	0.625	0.16666666666666666
10	10	0	0	3/4	1	1	v7	d	i		v7	v		7					mm7	1	1	3, 0, 4, 1		3	3	0	8	0.0	0.0	0.5	0.0
10	10	1/2	1/2	3/4	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
11	11	0	0	3/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	4	8	0.3333333333333333	0.25	0.5	0.3333333333333333
12	12	0	0	3/4	1	1	V/III	d	i		V/III	V				III			M	1	1	0, 4, 1		0	0	2	6	0.25	0.125	0.375	0.25
12	12	1/2	1/2	3/4	1	1	viio6/III	d	i		viio6/III	vii	o	6		III			o	1	1	1, -2, 4		4	1	0	4	0.0	0.0	0.25	0.0
13	13	0	0	3/4	1	1	III}{	d	i		III	III						}{	M	1	1	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
14	14	0	0	3/4	1	1	V7/iv	d	i		V7/iv	V		7		iv			Mm7	1	1	2, 6, 3, 0		2	2	3	9	0.25	0.1875	0.5625	0.25
15	15	0	0	3/4	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1	1	3	6	0.3333333333333333	0.1875	0.5625	0.25
16	16	0	0	3/4	1	1	V7/v	d	i		V7/v	V		7		v			Mm7	1	1	4, 8, 5, 2		4	4	3	9	0.25	0.1875	0.5625	0.25
17	17	0	0	3/4	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3	3	6	6	0.5	0.375	0.375	0.5
18	18	0	0	3/4	1	1	#viio6/v	d	i		#viio6/v	#vii	o	6		v			o	1	1	5, 2, 8		8	5	3	7	0.3	0.1875	0.5625	0.25
19	19	0	0	3/4	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3	0	2	8	0.2	0.125	0.625	0.16666666666666666
20	20	0	0	3/4	1	1	iv/v	d	i		iv/v	iv				v			m	1	1	2, -1, 3		2	2	3	7	0.3	0.1875	0.5625	0.25
21	21	0	0	3/4	1	1	V7/v	d	i		V7/v	V		7		v			Mm7	1	1	4, 8, 5, 2		4	4	1	3	0.25	0.0625	0.1875	0.25
21	21	1/4	1/4	3/4	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
21	21	1/2	1/2	3/4	1	1	iio6/v	d	i		iio6/v	ii	o	6		v			o	1	1	2, -1, 5		5	2	2	2	0.5	0.125	0.125	0.5
22	22	0	0	3/4	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3	0	2	2	0.5	0.125	0.125	0.5
22	22	1/4	1/4	3/4	1	1	#viio/iv/v	d	i		#viio/iv/v	#vii	o			iv/v			o	1	1	7, 4, 1		7	7	1	3	0.25	0.0625	0.1875	0.25
22	22	1/2	1/2	3/4	1	1	iv/v	d	i		iv/v	iv				v			m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
23	23	0	0	3/4	1	1	#viio7/v	d	i		#viio7/v	#vii	o	7		v			o7	1	1	8, 5, 2, -1		8	8	3	9	0.25	0.1875	0.5625	0.25
24	24	0	0	3/4	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3	3	3	9	0.25	0.1875	0.5625	0.25
25	25	0	0	3/4	1	1	#viio7/iv	d	i		#viio7/iv	#vii	o	7		iv			o7	1	1	6, 3, 0, -3		6	6	3	7	0.3	0.1875	0.5625	0.25
26	26	0	0	3/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.1875	0.25
26	26	1/4	1/4	3/4	1	1	VI6/iv	d	i		VI6/iv	VI		6		iv			M	1	1	1, -2, -3		-3	1	1	3	0.25	0.0625	0.1875	0.25
26	26	1/2	1/2	3/4	1	1	ii%7/iv	d	i		ii%7/iv	ii	%	7		iv			%7	1	1	3, 0, -3, 1		3	3	1	3	0.25	0.0625	0.1875	0.25
27	27	0	0	3/4	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
