mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	4/4	1	1	D.I{	D	I		I	I						{	M	0	0	2, 6, 3		2	2	1	5	0.16666666666666666	0.125	0.875	0.125
2	1	1/4	1/4	4/4	1	1	I6	D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
2	1	1/2	1/2	4/4	1	1	IV	D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	4/4	1	1	viio6	D	I		viio6	vii	o	6					o	0	0	4, 1, 7		7	4	0	2	0.0	0.0	0.5	0.0
3	2	0	0	4/4	1	1	I|PAC}	D	I		I	I					PAC	}	M	0	0	2, 6, 3		2	2	3	9	0.25	0.375	1.375	0.21428571428571427
4	3	1/4	1/4	4/4	1	1	I6	D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
4	3	1/2	1/2	4/4	1	1	IV	D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
4	3	3/4	3/4	4/4	1	1	viio6	D	I		viio6	vii	o	6					o	0	0	4, 1, 7		7	4	0	2	0.0	0.0	0.5	0.0
5	4	0	0	4/4	1	1	I|PAC}	D	I		I	I					PAC	}	M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	1.0	0.0
5	4	1/2	1/2	4/4	1	1	I6{	D	I		I6	I		6				{	M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.125	0.375	0.25
5	4	3/4	3/4	4/4	1	1	I	D	I		I	I							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
6	5	0	0	4/4	1	1	IV	D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
6	5	1/4	1/4	4/4	1	1	I	D	I		I	I							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
6	5	1/2	1/2	4/4	1	1	V65/IV	D	I		V65/IV	V		65		IV			Mm7	0	0	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.5	0.0
6	5	3/4	3/4	4/4	1	1	IV64	D	I		IV64	IV		64					M	0	0	2, 1, 5		1	2	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
