mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	2/2	1	1	.b.i{	b	i		i	i						{	m	1	1	5, 2, 6		5	5	0	11	0.0	0.0	2.75	0.0
3	2	0	0	2/2	1	1	#viio7	b	i		#viio7	#vii	o	7					o7	1	1	10, 7, 4, 1		10	10	1	5	0.16666666666666666	0.125	1.125	0.1
3	2	3/4	3/4	2/2	1	1	#viio43	b	i		#viio43	#vii	o	43					o7	1	1	4, 1, 10, 7		10	4	0	3	0.0	0.0	0.75	0.0
4	3	0	0	2/2	1	1	i6	b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	0.75	0.0
4	3	1/4	1/4	2/2	1	1	iio6	b	i		iio6	ii	o	6					o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.75	0.0
4	3	1/2	1/2	2/2	1	1	V(64)	b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	0	2	0.0	0.0	0.75	0.0
4	3	3/4	3/4	2/2	1	1	V	b	i		V	V							M	1	1	6, 10, 7		6	6	0	1	0.0	0.0	0.25	0.0
5	4	0	0	2/2	1	1	i}	b	i		i	i						}	m	1	1	5, 2, 6		5	5	3	9	0.25	0.375	1.875	0.16666666666666666
6	5	1/2	1/2	2/2	1	1	III.IV6	b	III		IV6	IV		6					M	1	0	5, 2, 1		1	5	0	3	0.0	0.0	0.75	0.0
7	6	0	0	2/2	1	1	V7	b	III		V7	V		7					Mm7	1	0	3, 7, 4, 1		3	3	1	10	0.09090909090909091	0.125	2.125	0.05555555555555555
8	7	1/2	1/2	2/2	1	1	iii6	b	III		iii6	iii		6					m	1	0	3, 7, 6		6	3	0	3	0.0	0.0	0.75	0.0
9	8	0	0	2/2	1	1	IVM7	b	III		IVM7	IV	M	7					MM7	1	0	1, 5, 2, 6		1	1	1	7	0.125	0.125	1.375	0.08333333333333333
10	9	0	0	2/2	1	1	ii	b	III		ii	ii							m	1	0	4, 1, 5		4	4	0	3	0.0	0.0	0.5	0.0
10	9	1/2	1/2	2/2	1	1	viio	b	III		viio	vii	o						o	1	0	7, 4, 1		7	7	0	3	0.0	0.0	0.5	0.0
11	10	0	0	2/2	1	1	V2	b	III		V2	V		2					Mm7	1	0	1, 3, 7, 4		3	1	3	6	0.3333333333333333	0.375	1.125	0.25
12	11	1/4	1/4	2/2	1	1	I6	b	III		I6	I		6					M	1	0	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
12	11	1/2	1/2	2/2	1	1	ii6	b	III		ii6	ii		6					m	1	0	1, 5, 4		4	1	0	2	0.0	0.0	0.5	0.0
12	11	3/4	3/4	2/2	1	1	V	b	III		V	V							M	1	0	3, 7, 4		3	3	0	2	0.0	0.0	0.5	0.0
13	12	0	0	2/2	1	1	vi7	b	III		vi7	vi		7					mm7	1	0	5, 2, 6, 3		5	5	1	5	0.16666666666666666	0.125	1.125	0.1
13	12	3/4	3/4	2/2	1	1	viio/V	b	III		viio/V	vii	o			V			o	1	0	8, 5, 2		8	8	0	2	0.0	0.0	0.5	0.0
14	13	0	0	2/2	1	1	V7	b	III		V7	V		7					Mm7	1	0	3, 7, 4, 1		3	3	1	5	0.16666666666666666	0.125	1.125	0.1
14	13	3/4	3/4	2/2	1	1	viio6/IV	b	III		viio6/IV	vii	o	6		IV			o	1	0	3, 0, 6		6	3	0	3	0.0	0.0	0.75	0.0
15	14	0	0	2/2	1	1	IV	b	III		IV	IV							M	1	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
15	14	1/4	1/4	2/2	1	1	I6	b	III		I6	I		6					M	1	0	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
15	14	1/2	1/2	2/2	1	1	viio6	b	III		viio6	vii	o	6					o	1	0	4, 1, 7		7	4	1	2	0.3333333333333333	0.125	0.375	0.25
15	14	3/4	3/4	2/2	1	1	viio(2)	b	III		viio(2)	vii	o		2				o	1	0	2, 4, 1		7	2	0	2	0.0	0.0	0.5	0.0
16	15	0	0	2/2	1	1	viio	b	III		viio	vii	o						o	1	0	7, 4, 1		7	7	3	8	0.2727272727272727	0.375	1.625	0.1875
17	16	1/2	1/2	2/2	1	1	IV6	b	III		IV6	IV		6					M	1	0	5, 2, 1		1	5	2	2	0.5	0.25	0.5	0.3333333333333333
18	17	0	0	2/2	1	1	V7	b	III		V7	V		7					Mm7	1	0	3, 7, 4, 1		3	3	5	16	0.23809523809523808	0.625	3.375	0.15625
21	20	0	0	2/2	1	1	I}	b	III		I	I						}	M	1	0	2, 6, 3		2	2	0	6	0.0	0.0	3.0	0.0
23	21	0	0	2/2	1	1	V	b	III		V	V							M	1	0	3, 7, 4		3	3	6	10	0.375	1.375	2.375	0.36666666666666664
24	22	3/4	3/4	2/2	1	1	V(64)	b	III		V(64)	V			64				M	1	0	3, 2, 6		3	3	0	4	0.0	0.0	1.0	0.0
25	23	0	0	2/2	1	1	V	b	III		V	V							M	1	0	3, 7, 4		3	3	7	12	0.3684210526315789	1.5	2.75	0.35294117647058826
26	24	3/4	3/4	2/2	1	1	#viio6/ii	b	III		#viio6/ii	#vii	o	6		ii			o	1	0	6, 3, 9		9	6	0	2	0.0	0.0	0.5	0.0
27	25	0	0	2/2	1	1	ii6	b	III		ii6	ii		6					m	1	0	1, 5, 4		4	1	0	6	0.0	0.0	1.5	0.0
27	25	1/2	1/2	2/2	1	1	V7/ii	b	III		V7/ii	V		7		ii			Mm7	1	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.75	0.0
28	26	0	0	2/2	1	1	VI/ii	b	III		VI/ii	VI				ii			M	1	0	0, 4, 1		0	0	2	5	0.2857142857142857	0.25	1.0	0.2
28	26	1/2	1/2	2/2	1	1	ii6	b	III		ii6	ii		6					m	1	0	1, 5, 4		4	1	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
29	27	1/2	1/2	2/2	1	1	V(64)/ii	b	III		V(64)/ii	V			64	ii			M	1	0	5, 4, 1		5	5	0	2	0.0	0.0	0.75	0.0
29	27	3/4	3/4	2/2	1	1	V/ii	b	III		V/ii	V				ii			M	1	0	5, 9, 6		5	5	1	1	0.5	0.125	0.125	0.5
30	28	0	0	2/2	1	1	ii}	b	III		ii	ii						}	m	1	0	4, 1, 5		4	4	1	6	0.14285714285714285	0.25	2.0	0.1111111111111111
31	29	0	0	2/2	1	1	V7	b	III		V7	V		7					Mm7	1	0	3, 7, 4, 1		3	3	0	6	0.0	0.0	1.5	0.0
32	30	0	0	2/2	1	1	I(4)	b	III		I(4)	I			4				M	1	0	2, 1, 3		2	2	0	3	0.0	0.0	1.25	0.0
32	30	1/4	1/4	2/2	1	1	I	b	III		I	I							M	1	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
32	30	3/4	3/4	2/2	1	1	i.i6	b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	1	0.0	0.0	0.25	0.0
33	31	0	0	2/2	1	1	V65/v	b	i		V65/v	V		65		v			Mm7	1	1	11, 8, 5, 7		7	11	0	3	0.0	0.0	0.75	0.0
33	31	1/2	1/2	2/2	1	1	v	b	i		v	v							m	1	1	6, 3, 7		6	6	0	3	0.0	0.0	0.75	0.0
34	32	0	0	2/2	1	1	V/v	b	i		V/v	V				v			M	1	1	7, 11, 8		7	7	3	6	0.3333333333333333	0.375	1.125	0.25
