mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	1	1	G.I[I{		G	I	I	I	I						{	M	0	0	1, 5, 2		1	1	2	14	0.125	0.125	0.875	0.125
2	2	0	0	4/4	1	1	IV6		G	I	I	IV6	IV		6					M	0	0	4, 1, 0		0	4	2	14	0.125	0.125	0.875	0.125
3	3	0	0	4/4	1	1	viio		G	I	I	viio	vii	o						o	0	0	6, 3, 0		6	6	4	12	0.25	0.25	0.75	0.25
4	4	0	0	4/4	1	1	I]		G	I	I	I	I							M	0	0	1, 5, 2		1	1	3	13	0.1875	0.1875	0.8125	0.1875
5	5	0	0	4/4	1	1	vi6		G	I		vi6	vi		6					m	0	0	1, 5, 4		4	1	2	6	0.25	0.125	0.375	0.25
5	5	1/2	1/2	4/4	1	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
5	5	3/4	3/4	4/4	1	1	IV6/V		G	I		IV6/V	IV		6		V			M	0	0	5, 2, 1		1	5	1	3	0.25	0.0625	0.1875	0.25
6	6	0	0	4/4	1	1	V65/V		G	I		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	0	16	0.0	0.0	1.0	0.0
7	7	0	0	4/4	1	1	V6		G	I		V6	V		6					M	0	0	6, 3, 2		2	6	3	9	0.25	0.1875	0.5625	0.25
7	7	3/4	3/4	4/4	1	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
8	8	0	0	4/4	1	1	ii/V		G	I		ii/V	ii				V			m	0	0	4, 1, 5		4	4	2	14	0.125	0.125	0.875	0.125
9	9	0	0	4/4	1	1	viio6/V		G	I		viio6/V	vii	o	6		V			o	0	0	4, 1, 7		7	4	8	8	0.5	0.5	0.5	0.5
10	10	0	0	4/4	1	1	V}		G	I		V	V						}	M	0	0	2, 6, 3		2	2	4	12	0.25	0.25	0.75	0.25
11	11	0	0	4/4	1	1	#viio43/ii{		G	I		#viio43/ii	#vii	o	43		ii		{	o7	0	0	2, -1, 8, 5		8	2	2	14	0.125	0.125	0.875	0.125
12	12	0	0	4/4	1	1	ii6		G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	4	12	0.25	0.25	0.75	0.25
13	13	0	0	4/4	1	1	#viio/vi		G	I		#viio/vi	#vii	o			vi			o	0	0	9, 6, 3		9	9	0	16	0.0	0.0	1.0	0.0
14	14	0	0	4/4	1	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
14	14	1/4	1/4	4/4	1	1	viio	V6	G	I		viio	vii	o						o	0	0	6, 3, 0		6	6	1	3	0.25	0.0625	0.1875	0.25
14	14	1/2	1/2	4/4	1	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	4	4	0.5	0.25	0.25	0.5
15	15	0	0	4/4	1	1	V65		G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	16	0.0	0.0	1.0	0.0
16	16	0	0	4/4	1	1	I[V7/IV		G	I	I	V7/IV	V		7		IV			Mm7	0	0	1, 5, 2, -1		1	1	2	14	0.125	0.125	0.875	0.125
17	17	0	0	4/4	1	1	IV		G	I	I	IV	IV							M	0	0	0, 4, 1		0	0	2	14	0.125	0.125	0.875	0.125
18	18	0	0	4/4	1	1	viio		G	I	I	viio	vii	o						o	0	0	6, 3, 0		6	6	4	12	0.25	0.25	0.75	0.25
19	19	0	0	4/4	1	1	I]		G	I	I	I	I							M	0	0	1, 5, 2		1	1	7	9	0.4375	0.4375	0.5625	0.4375
20	20	0	0	4/4	1	1	V65/V		G	I		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	4	12	0.25	0.25	0.75	0.25
21	21	0	0	4/4	1	1	V2}		G	I		V2	V		2				}	Mm7	0	0	0, 2, 6, 3		2	0	5	19	0.20833333333333334	0.3125	1.25	0.2
22	22	9/16	9/16	4/4	1	1	V{		G	I		V	V						{	M	0	0	2, 6, 3		2	2	7	8	0.4666666666666667	0.4375	0.5	0.4666666666666667
23	23	1/2	1/2	4/4	1	1	viio		G	I		viio	vii	o						o	0	0	6, 3, 0		6	6	3	5	0.375	0.1875	0.3125	0.375
24	24	0	0	4/4	1	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	6	18	0.25	0.375	1.125	0.25
25	25	1/2	1/2	4/4	1	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	2	6	0.25	0.125	0.375	0.25
26	26	0	0	4/4	1	1	V(64)		G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	4	8	0.3333333333333333	0.25	0.5	0.3333333333333333
26	26	3/4	3/4	4/4	1	1	V(b6#4)		G	I		V(b6#4)	V			b6#4				M	0	0	2, 6, 8, -2		2	2	2	2	0.5	0.125	0.125	0.5
27	27	0	0	4/4	1	1	V7/V		G	I		V7/V	V		7		V			Mm7	0	0	3, 7, 4, 1		3	3	3	13	0.1875	0.1875	0.8125	0.1875
28	28	0	0	4/4	1	1	V}		G	I		V	V						}	M	0	0	2, 6, 3		2	2	5	12	0.29411764705882354	0.3125	0.8125	0.2777777777777778
29	29	1/8	1/8	4/4	1	1	V7{		G	I		V7	V		7				{	Mm7	0	0	2, 6, 3, 0		2	2	6	8	0.42857142857142855	0.375	0.5	0.42857142857142855
30	30	0	0	4/4	1	1	ii6		G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	4	4	0.5	0.25	0.25	0.5
30	30	1/2	1/2	4/4	1	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	4	4	0.5	0.25	0.25	0.5
31	31	0	0	4/4	1	1	ii7		G	I		ii7	ii		7					mm7	0	0	3, 0, 4, 1		3	3	1	3	0.25	0.0625	0.1875	0.25
31	31	1/4	1/4	4/4	1	1	V[V		G	I	V	V	V							M	0	0	2, 6, 3		2	2	1	7	0.125	0.0625	0.4375	0.125
31	31	3/4	3/4	4/4	1	1	V43/V		G	I	V	V43/V	V		43		V			Mm7	0	0	4, 1, 3, 7		3	4	0	4	0.0	0.0	0.25	0.0
32	32	0	0	4/4	1	1	V		G	I	V	V	V							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.25	0.0
32	32	1/4	1/4	4/4	1	1	V43/V		G	I	V	V43/V	V		43		V			Mm7	0	0	4, 1, 3, 7		3	4	0	4	0.0	0.0	0.25	0.0
32	32	1/2	1/2	4/4	1	1	V		G	I	V	V	V							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.25	0.0
32	32	3/4	3/4	4/4	1	1	V43/V		G	I	V	V43/V	V		43		V			Mm7	0	0	4, 1, 3, 7		3	4	0	4	0.0	0.0	0.25	0.0
33	33	0	0	4/4	1	1	V		G	I	V	V	V							M	0	0	2, 6, 3		2	2	1	7	0.125	0.0625	0.4375	0.125
33	33	1/2	1/2	4/4	1	1	V7/V		G	I	V	V7/V	V		7		V			Mm7	0	0	3, 7, 4, 1		3	3	6	18	0.25	0.375	1.125	0.25
34	34	1/4	1/4	4/4	1	1	V7		G	I	V	V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	12	44	0.21428571428571427	0.75	2.75	0.21428571428571427
36	36	0	0	4/4	1	1	V		G	I	V	V	V							M	0	0	2, 6, 3		2	2	3	17	0.15	0.1875	1.0625	0.15
36	36	3/4	3/4	4/4	1	1	V43/V		G	I	V	V43/V	V		43		V			Mm7	0	0	4, 1, 3, 7		3	4	0	4	0.0	0.0	0.25	0.0
37	37	0	0	4/4	1	1	V]		G	I	V	V	V							M	0	0	2, 6, 3		2	2	11	21	0.34375	0.6875	1.3125	0.34375
39	39	0	0	4/4	1	1	V(64)		G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	16	0.0	0.0	1.0	0.0
40	40	0	0	4/4	1	1	V(4)		G	I		V(4)	V			4				M	0	0	2, 1, 3		2	2	0	16	0.0	0.0	1.0	0.0
41	41	0	0	4/4	1	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	16	0.0	0.0	1.0	0.0
42	42	0	0	4/4	1	1	I}		G	I		I	I						}	M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	3.0	0.0
