mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/8	1/8	2/2	1	1	g.i{				V{	g	i		i		i						{	m	1	1	1, -2, 2		1.0	1.0	3	5	0.375	0.3125	0.5625	0.35714285714285715
2	2	0	0	2/2	1	1	i					g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	0.25	0.0
2	2	1/4	1/4	2/2	1	1	VI6					g	i		VI6		VI		6					M	1	1	1, -2, -3		-3.0	1.0	0	3	0.0	0.0	0.375	0.0
2	2	1/2	1/2	2/2	1	1	v6(42)					g	i		v6(42)		v		6	42				m	1	1	1, 3, -3		2.0	1.0	2	2	0.5	0.125	0.25	0.3333333333333333
2	2	3/4	3/4	2/2	1	1	v					g	i		v		v							m	1	1	2, -1, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
3	3	0	0	2/2	1	1	iv6(2)					g	i		iv6(2)		iv		6	2				m	1	1	-3, 1, 2		0.0	-3.0	0	3	0.0	0.0	0.375	0.0
3	3	1/4	1/4	2/2	1	1	iv6					g	i		iv6		iv		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
3	3	1/2	1/2	2/2	1	1	v(64)					g	i		v(64)		v			64				m	1	1	2, 1, -2		2.0	2.0	2	3	0.4	0.125	0.375	0.25
3	3	3/4	3/4	2/2	1	1	v					g	i		v		v							m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
4	4	0	0	2/2	1	1	VI6					g	i		VI6		VI		6					M	1	1	1, -2, -3		-3.0	1.0	0	3	0.0	0.0	0.375	0.0
4	4	1/4	1/4	2/2	1	1	iio6(2)					g	i		iio6(2)		ii	o	6	2				o	1	1	0, -3, -2		3.0	0.0	1	4	0.2	0.0625	0.1875	0.25
4	4	1/2	1/2	2/2	1	1	V2					g	i		V2		V		2					Mm7	1	1	0, 2, 6, 3		2.0	0.0	0	3	0.0	0.0	0.375	0.0
4	4	3/4	3/4	2/2	1	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1.0	-2.0	0	4	0.0	0.0	0.5	0.0
5	5	0	0	2/2	1	1	ii(4)					g	i		ii(4)		ii			4				m	1	1	3, 2, 4		3.0	3.0	2	3	0.4	0.125	0.375	0.25
5	5	1/4	1/4	2/2	1	1	V7					g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	4	0.0	0.0	0.5	0.0
5	5	1/2	1/2	2/2	1	1	i}					g	i		i		i						}	m	1	1	1, -2, 2		1.0	1.0	2	3	0.4	0.125	0.375	0.25
5	5	3/4	3/4	2/2	1	1	III6{					g	i		III6		III		6				{	M	1	1	2, -1, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
6	6	0	0	2/2	1	1	iv65					g	i		iv65		iv		65					mm7	1	1	-3, 1, -2, 0		0.0	-3.0	3	5	0.375	0.1875	0.5625	0.25
6	6	1/2	1/2	2/2	1	1	V7					g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
6	6	3/4	3/4	2/2	1	1	i					g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	1	3	0.25	0.0625	0.1875	0.25
7	7	0	0	2/2	1	1	v					g	i		v		v							m	1	1	2, -1, 3		2.0	2.0	3	5	0.375	0.1875	0.3125	0.375
7	7	1/2	1/2	2/2	1	1	#viio7/iv					g	i		#viio7/iv		#vii	o	7		iv			o7	1	1	5, 2, -1, -4		5.0	5.0	2	6	0.25	0.125	0.375	0.25
8	8	0	0	2/2	1	1	iv					g	i		iv		iv							m	1	1	0, -3, 1		0.0	0.0	2	6	0.25	0.125	0.375	0.25
8	8	1/2	1/2	2/2	1	1	vii%7/III					g	i		vii%7/III		vii	%	7		III			%7	1	1	3, 0, -3, 1		3.0	3.0	2	6	0.25	0.125	0.375	0.25
9	9	0	0	2/2	1	1	III					g	i		III		III							M	1	1	-2, 2, -1		-2.0	-2.0	2	2	0.5	0.125	0.125	0.5
9	9	1/4	1/4	2/2	1	1	i					g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	1	3	0.25	0.0625	0.1875	0.25
9	9	1/2	1/2	2/2	1	1	#vi%7					g	i		#vi%7		#vi	%	7					%7	1	1	4, 1, -2, 2		4.0	4.0	2	6	0.25	0.125	0.375	0.25
10	10	0	0	2/2	1	1	#viio7					g	i		#viio7		#vii	o	7					o7	1	1	6, 3, 0, -3		6.0	6.0	2	6	0.25	0.125	0.375	0.25
10	10	1/2	1/2	2/2	1	1	i					g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	0.125	0.0
10	10	5/8	5/8	2/2	1	1	v6					g	i		v6		v		6					m	1	1	-1, 3, 2		2.0	-1.0	0	2	0.0	0.0	0.125	0.0
10	10	3/4	3/4	2/2	1	1	iv6(2)					g	i		iv6(2)		iv		6	2				m	1	1	-3, 1, 2		0.0	-3.0	0	2	0.0	0.0	0.125	0.0
10	10	7/8	7/8	2/2	1	1	iv6					g	i		iv6		iv		6					m	1	1	-3, 1, 0		0.0	-3.0	0	2	0.0	0.0	0.125	0.0
11	11	0	0	2/2	1	1	V}					g	i		V		V						}	M	1	1	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
11	11	1/4	1/4	2/2	1	1	i{					g	i		i		i						{	m	1	1	1, -2, 2		1.0	1.0	0	6	0.0	0.0	0.75	0.0
11	11	1/2	1/2	2/2	1	1	iv65					g	i		iv65		iv		65					mm7	1	1	-3, 1, -2, 0		0.0	-3.0	1	4	0.2	0.0625	0.4375	0.125
11	11	3/4	3/4	2/2	1	1	VII					g	i		VII		VII							M	1	1	-1, 3, 0		-1.0	-1.0	0	6	0.0	0.0	0.75	0.0
12	12	0	0	2/2	1	1	V65/VI					g	i		V65/VI		V		65		VI			Mm7	1	1	2, -1, -4, -2		-2.0	2.0	2	4	0.3333333333333333	0.125	0.375	0.25
12	12	1/4	1/4	2/2	1	1	VI					g	i		VI		VI							M	1	1	-3, 1, -2		-3.0	-3.0	0	3	0.0	0.0	0.375	0.0
12	12	3/8	3/8	2/2	1	1	#viio6/iv					g	i		#viio6/iv		#vii	o	6		iv			o	1	1	2, -1, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
12	12	1/2	1/2	2/2	1	1	iv					g	i		iv		iv							m	1	1	0, -3, 1		0.0	0.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
12	12	5/8	5/8	2/2	1	1	v6					g	i		v6		v		6					m	1	1	-1, 3, 2		2.0	-1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	12	3/4	3/4	2/2	1	1	iv6					g	i		iv6		iv		6					m	1	1	-3, 1, 0		0.0	-3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	12	7/8	7/8	2/2	1	1	III6					g	i		III6		III		6					M	1	1	2, -1, -2		-2.0	2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	13	0	0	2/2	1	1	bII6					g	i		bII6		bII		6					M	1	1	0, -3, -4		-4.0	0.0	3	2	0.6	0.1875	0.1875	0.5
13	13	1/4	1/4	2/2	1	1	i					g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	1	3	0.25	0.0625	0.1875	0.25
13	13	1/2	1/2	2/2	1	1	ii%7					g	i		ii%7		ii	%	7					%7	1	1	3, 0, -3, 1		3.0	3.0	0	4	0.0	0.0	0.25	0.0
13	13	3/4	3/4	2/2	1	1	V					g	i		V		V							M	1	1	2, 6, 3		2.0	2.0	1	3	0.25	0.0625	0.1875	0.25
14	14	0	0	2/2	1	1	i}					g	i		i		i						}	m	1	1	1, -2, 2		1.0	1.0	3	7	0.3	0.3125	0.8125	0.2777777777777778
15	15	0	0	2/2	1	1	i					g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	0.25	0.0
15	15	1/4	1/4	2/2	1	1	VI6					g	i		VI6		VI		6					M	1	1	1, -2, -3		-3.0	1.0	0	3	0.0	0.0	0.375	0.0
15	15	1/2	1/2	2/2	1	1	v6(42)					g	i		v6(42)		v		6	42				m	1	1	1, 3, -3		2.0	1.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
15	15	3/4	3/4	2/2	1	1	v					g	i		v		v							m	1	1	2, -1, 3		2.0	2.0	0	3	0.0	0.0	0.5	0.0
16	16	0	0	2/2	1	1	iv6(2)					g	i		iv6(2)		iv		6	2				m	1	1	-3, 1, 2		0.0	-3.0	0	2	0.0	0.0	0.25	0.0
16	16	1/8	1/8	2/2	1	1	iv6					g	i		iv6		iv		6					m	1	1	-3, 1, 0		0.0	-3.0	2	6	0.25	0.125	0.625	0.16666666666666666
16	16	1/2	1/2	2/2	1	1	III6(2)					g	i		III6(2)		III		6	2				M	1	1	2, -1, 0		-2.0	2.0	0	2	0.0	0.0	0.25	0.0
16	16	5/8	5/8	2/2	1	1	III6					g	i		III6		III		6					M	1	1	2, -1, -2		-2.0	2.0	1	1	0.5	0.0625	0.0625	0.5
16	16	3/4	3/4	2/2	1	1	i					g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
17	17	0	0	2/2	1	1	v6(4)					g	i		v6(4)		v		6	4				m	1	1	1, 3, 2		2.0	1.0	0	2	0.0	0.0	0.25	0.0
17	17	1/8	1/8	2/2	1	1	v6					g	i		v6		v		6					m	1	1	-1, 3, 2		2.0	-1.0	0	4	0.0	0.0	0.5	0.0
17	17	1/2	1/2	2/2	1	1	iv6(4)					g	i		iv6(4)		iv		6	4				m	1	1	-1, 1, 0		0.0	-1.0	2	2	0.5	0.125	0.25	0.3333333333333333
17	17	3/4	3/4	2/2	1	1	iv					g	i		iv		iv							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.5	0.0
18	18	0	0	2/2	1	1	III6(2)					g	i		III6(2)		III		6	2				M	1	1	2, -1, 0		-2.0	2.0	0	2	0.0	0.0	0.25	0.0
18	18	1/8	1/8	2/2	1	1	III6					g	i		III6		III		6					M	1	1	2, -1, -2		-2.0	2.0	2	6	0.25	0.125	0.625	0.16666666666666666
18	18	1/2	1/2	2/2	1	1	iio6(2)					g	i		iio6(2)		ii	o	6	2				o	1	1	0, -3, -2		3.0	0.0	0	2	0.0	0.0	0.25	0.0
18	18	5/8	5/8	2/2	1	1	iio6					g	i		iio6		ii	o	6					o	1	1	0, -3, 3		3.0	0.0	1	1	0.5	0.0625	0.0625	0.5
18	18	3/4	3/4	2/2	1	1	VII					g	i		VII		VII							M	1	1	-1, 3, 0		-1.0	-1.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
19	19	0	0	2/2	1	1	iv6(4)					g	i		iv6(4)		iv		6	4				m	1	1	-1, 1, 0		0.0	-1.0	0	2	0.0	0.0	0.25	0.0
19	19	1/8	1/8	2/2	1	1	iv6					g	i		iv6		iv		6					m	1	1	-3, 1, 0		0.0	-3.0	2	4	0.3333333333333333	0.125	0.375	0.25
19	19	1/2	1/2	2/2	1	1	III6(2)					g	i		III6(2)		III		6	2				M	1	1	2, -1, 0		-2.0	2.0	0	2	0.0	0.0	0.25	0.0
19	19	5/8	5/8	2/2	1	1	III6					g	i		III6		III		6					M	1	1	2, -1, -2		-2.0	2.0	1	1	0.5	0.0625	0.0625	0.5
19	19	3/4	3/4	2/2	1	1	i					g	i		i		i							m	1	1	1, -2, 2		1.0	1.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
20	20	0	0	2/2	1	1	v.i6(4)					g	v		i6(4)		i		6	4				m	1	1	1, 3, 2		2.0	1.0	0	2	0.0	0.0	0.25	0.0
20	20	1/8	1/8	2/2	1	1	i6					g	v		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	2	4	0.3333333333333333	0.125	0.375	0.25
20	20	1/2	1/2	2/2	1	1	v(4)					g	v		v(4)		v			4				m	1	1	3, 2, 4		3.0	3.0	0	3	0.0	0.0	0.375	0.0
20	20	3/4	3/4	2/2	1	1	v					g	v		v		v							m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
21	21	0	0	2/2	1	1	V(64)					g	v		V(64)		V			64				M	1	1	3, 2, -1		3.0	3.0	1	4	0.2	0.0625	0.4375	0.125
21	21	1/4	1/4	2/2	1	1	#viio65					g	v		#viio65		#vii	o	65					o7	1	1	4, 1, -2, 7		7.0	4.0	0	4	0.0	0.0	0.5	0.0
21	21	1/2	1/2	2/2	1	1	i6					g	v		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	3	0.0	0.0	0.375	0.0
21	21	5/8	5/8	2/2	1	1	i					g	v		i		i							m	1	1	2, -1, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
21	21	3/4	3/4	2/2	1	1	#viio6(2)					g	v		#viio6(2)		#vii	o	6	2				o	1	1	4, 1, 2		7.0	4.0	0	3	0.0	0.0	0.375	0.0
21	21	7/8	7/8	2/2	1	1	i6					g	v		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	3	0.0	0.0	0.375	0.0
22	22	0	0	2/2	1	1	iv					g	v		iv		iv							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
22	22	1/8	1/8	2/2	1	1	i6					g	v		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	3	0.0	0.0	0.375	0.0
22	22	1/4	1/4	2/2	1	1	#viio6(2)					g	v		#viio6(2)		#vii	o	6	2				o	1	1	4, 1, 2		7.0	4.0	0	3	0.0	0.0	0.375	0.0
