mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	d.i{		d	i		i	i						{	m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	1.5	0.0
1	1	1/2	1/2	3/4	1	1	VI6		d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	0	1	0.0	0.0	0.25	0.0
2	2	0	0	3/4	1	1	v6(2)		d	i		v6(2)	v		6	2				m	1	1	0, 4, -2		3	0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
2	2	1/2	1/2	3/4	1	1	v6		d	i		v6	v		6					m	1	1	0, 4, 3		3	0	0	1	0.0	0.0	0.25	0.0
3	3	0	0	3/4	1	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	2	3	0.4	0.25	0.75	0.25
4	4	0	0	3/4	1	1	V(64)}		d	i		V(64)	V			64			}	M	1	1	3, 2, -1		3	3	2	3	0.4	0.25	0.375	0.4
4	4	1/2	1/2	3/4	1	1	V		d	i		V	V							M	1	1	3, 7, 4		3	3	1	1	0.5	0.125	0.125	0.5
5	5	0	0	3/4	1	1	i{		d	i		i	i						{	m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	1.5	0.0
5	5	1/2	1/2	3/4	1	1	VI6		d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	0	1	0.0	0.0	0.25	0.0
6	6	0	0	3/4	1	1	viio/III		d	i		viio/III	vii	o			III			o	1	1	4, 1, -2		4	4	1	4	0.2	0.125	0.5	0.2
6	6	1/2	1/2	3/4	1	1	V6/III		d	i		V6/III	V		6		III			M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.25	0.0
7	7	0	0	3/4	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/4	1	1	VI		d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.75	0.0
7	7	1/2	1/2	3/4	1	1	iio6		d	i		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.75	0.0
8	8	0	0	3/4	1	1	V}		d	i		V	V						}	M	1	1	3, 7, 4		3	3	0	5	0.0	0.0	3.25	0.0
9	9	1/2	1/2	3/4	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
10	10	0	0	3/4	1	1	V2		d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3	1	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
11	11	0	0	3/4	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	1.0	0.0
11	11	1/2	1/2	3/4	1	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	0	2	0.0	0.0	0.5	0.0
12	12	0	0	3/4	1	1	i(4)}		d	i		i(4)	i			4			}	m	1	1	2, 1, 3		2	2	3	2	0.6	0.375	0.25	0.6
12	12	1/2	1/2	3/4	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2	2	1	1	0.5	0.125	0.125	0.5
13	13	0	0	3/4	1	1	ii/III{		d	i		ii/III	ii				III		{	m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.25	0.75	0.25
13	13	1/2	1/2	3/4	1	1	V6/III		d	i		V6/III	V		6		III			M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	0.5	0.0
14	14	0	0	3/4	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1	-1	1	4	0.2	0.125	0.5	0.2
14	14	1/2	1/2	3/4	1	1	vii%43/III		d	i		vii%43/III	vii	%	43		III			%7	1	1	-2, 2, 4, 1		4	-2	0	3	0.0	0.0	0.75	0.0
15	15	0	0	3/4	1	1	III6		d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	0	3	0.0	0.0	0.75	0.0
15	15	1/4	1/4	3/4	1	1	viio6/III		d	i		viio6/III	vii	o	6		III			o	1	1	1, -2, 4		4	1	2	2	0.5	0.25	0.25	0.5
16	16	0	0	3/4	1	1	III}		d	i		III	III						}	M	1	1	-1, 3, 0		-1	-1	3	3	0.5	0.375	0.375	0.5
17	17	0	0	3/4	1	1	#viio/iv{		d	i		#viio/iv	#vii	o			iv		{	o	1	1	6, 3, 0		6	6	1	2	0.3333333333333333	0.25	1.0	0.2
18	18	0	0	3/4	1	1	#viio2/iv		d	i		#viio2/iv	#vii	o	2		iv			o7	1	1	-3, 6, 3, 0		6	-3	1	5	0.16666666666666666	0.125	0.75	0.14285714285714285
19	19	0	0	3/4	1	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.75	0.0
19	19	1/4	1/4	3/4	1	1	iv/iv		d	i		iv/iv	iv				iv			m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.75	0.0
19	19	1/2	1/2	3/4	1	1	V/iv		d	i		V/iv	V				iv			M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
20	20	0	0	3/4	1	1	iv(4)}		d	i		iv(4)	iv			4			}	m	1	1	1, 0, 2		1	1	3	3	0.5	0.375	0.375	0.5
20	20	1/2	1/2	3/4	1	1	iv		d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.75	0.0
21	21	1/4	1/4	3/4	1	1	#viio64		d	i		#viio64	#vii	o	64					o	1	1	1, 7, 4		7	1	0	1	0.0	0.0	0.25	0.0
21	21	1/2	1/2	3/4	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.5	0.0
22	22	0	0	3/4	1	1	#viio		d	i		#viio	#vii	o						o	1	1	7, 4, 1		7	7	1	4	0.2	0.125	0.5	0.2
22	22	1/2	1/2	3/4	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.5	0.0
23	23	0	0	3/4	1	1	iv	iio6	d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
23	23	1/4	1/4	3/4	1	1	V		d	i		V	V							M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.125	0.75	0.14285714285714285
24	24	0	0	3/4	1	1	i}		d	i		i	i						}	m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	2.25	0.0
