mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0	8	12	0.4	0.5	1.0	0.3333333333333333
3	3	0	0	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	4	4	0.5	0.25	0.25	0.5
3	3	1/2	1/2	3/4	1	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	3	0.25	0.0625	0.1875	0.25
4	4	0	0	3/4	1	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	6	6	0.5	0.375	0.375	0.5
5	5	0	0	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	4	4	0.5	0.25	0.25	0.5
5	5	1/2	1/2	3/4	1	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	3	0.25	0.0625	0.1875	0.25
6	6	0	0	3/4	1	1	I}		C	I		I	I						}	M	0	0	0, 4, 1		0	0	10	10	0.5	0.625	0.625	0.5
7	7	1/2	1/2	3/4	1	1	ii/V		C	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
8	8	0	0	3/4	1	1	V6/V		C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6	4	4	0.5	0.25	0.25	0.5
8	8	1/2	1/2	3/4	1	1	V/V		C	I		V/V	V				V			M	0	0	2, 6, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
9	9	0	0	3/4	1	1	V6(2)		C	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5	2	6	0.25	0.125	0.375	0.25
9	9	1/2	1/2	3/4	1	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.0625	0.1875	0.25
10	10	0	0	3/4	1	1	IV6/V		C	I		IV6/V	IV		6		V			M	0	0	4, 1, 0		0	4	4	4	0.5	0.25	0.25	0.5
10	10	1/2	1/2	3/4	1	1	IV/V		C	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
