mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	3/8	1	1	C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.375	0.25
3	2	0	0	3/8	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
4	3	0	0	3/8	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0	0	6	0.0	0.0	0.75	0.0
6	5	0	0	3/8	1	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	2	3	0.4	0.125	0.25	0.3333333333333333
7	6	0	0	3/8	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
8	7	0	0	3/8	1	1	V(4)	C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0	3	0.0	0.0	0.375	0.0
9	8	0	0	3/8	1	1	V|HC}	C	I		V	V					HC	}	M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
9	8	1/4	1/4	3/8	1	1	V.V6{	C	V		V6	V		6				{	M	0	0	6, 3, 2		2	6	1	3	0.25	0.125	0.375	0.25
11	10	0	0	3/8	1	1	IV6	C	V		IV6	IV		6					M	0	0	4, 1, 0		0	4	2	3	0.4	0.125	0.25	0.3333333333333333
12	11	0	0	3/8	1	1	ii	C	V		ii	ii							m	0	0	3, 0, 4		3	3	2	5	0.2857142857142857	0.125	0.5	0.2
13	12	1/4	1/4	3/8	1	1	IV6	C	V		IV6	IV		6					M	0	0	4, 1, 0		0	4	1	3	0.25	0.125	0.375	0.25
15	14	0	0	3/8	1	1	V	C	V		V	V							M	0	0	2, 6, 3		2	2	2	3	0.4	0.125	0.25	0.3333333333333333
16	15	0	0	3/8	1	1	I	C	V		I	I							M	0	0	1, 5, 2		1	1	2	5	0.2857142857142857	0.125	0.5	0.2
17	16	1/4	1/4	3/8	1	1	iii6	C	V		iii6	iii		6					m	0	0	2, 6, 5		5	2	1	3	0.25	0.125	0.375	0.25
19	18	0	0	3/8	1	1	IV	C	V		IV	IV							M	0	0	0, 4, 1		0	0	2	3	0.4	0.125	0.25	0.3333333333333333
20	19	0	0	3/8	1	1	V6	C	V		V6	V		6					M	0	0	6, 3, 2		2	6	2	3	0.4	0.125	0.25	0.3333333333333333
21	20	0	0	3/8	1	1	V|HC}	C	V		V	V					HC	}	M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.25	0.0
21	20	1/4	1/4	3/8	1	1	V43{	C	V		V43	V		43				{	Mm7	0	0	3, 0, 2, 6		2	3	4	15	0.21052631578947367	0.25	1.0	0.2
25	24	0	0	3/8	1	1	I[I	C	V	I	I	I							M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
26	25	0	0	3/8	1	1	V7/IV	C	V	I	V7/IV	V		7		IV			Mm7	0	0	1, 5, 2, -1		1	1	4	14	0.2222222222222222	0.25	0.875	0.2222222222222222
29	28	0	0	3/8	1	1	IV6	C	V	I	IV6	IV		6					M	0	0	4, 1, 0		0	4	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
30	29	0	0	3/8	1	1	viio	C	V	I	viio	vii	o						o	0	0	6, 3, 0		6	6	4	2	0.6666666666666666	0.25	0.125	0.6666666666666666
31	30	0	0	3/8	1	1	I]	C	V	I	I	I							M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
32	31	0	0	3/8	1	1	ii	C	V		ii	ii							m	0	0	3, 0, 4		3	3	4	2	0.6666666666666666	0.25	0.125	0.6666666666666666
33	32	0	0	3/8	1	1	V[V	C	V	V	V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.375	0.0
34	33	0	0	3/8	1	1	V7	C	V	V	V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	2	11	0.15384615384615385	0.25	1.25	0.16666666666666666
36	35	0	0	3/8	1	1	V	C	V	V	V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.375	0.0
36	35	1/8	1/8	3/8	1	1	I	C	V	V	I	I							M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
36	35	1/4	1/4	3/8	1	1	V	C	V	V	V	V							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.625	0.0
37	36	1/8	1/8	3/8	1	1	I	C	V	V	I	I							M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
37	36	1/4	1/4	3/8	1	1	V	C	V	V	V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
38	37	0	0	3/8	1	1	V7	C	V	V	V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	2	11	0.15384615384615385	0.25	1.25	0.16666666666666666
40	39	0	0	3/8	1	1	V]	C	V	V	V	V							M	0	0	2, 6, 3		2	2	2	7	0.2222222222222222	0.25	1.125	0.18181818181818182
42	41	0	0	3/8	1	1	I	C	V		I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
42	41	1/4	1/4	3/8	1	1	vi6	C	V		vi6	vi		6					m	0	0	1, 5, 4		4	1	0	1	0.0	0.0	0.125	0.0
43	42	0	0	3/8	1	1	ii	C	V		ii	ii							m	0	0	3, 0, 4		3	3	0	3	0.0	0.0	0.25	0.0
