mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	.G.I{	G	I		I	I						{	M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.5	0.0
1	1	1/2	1/2	3/4	1	1	viio6	G	I		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
2	2	0	0	3/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	2	2	0.5	0.25	0.25	0.5
2	2	1/2	1/2	3/4	1	1	V	G	I		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
3	3	0	0	3/4	1	1	IV6	G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
3	3	3/8	3/8	3/4	1	1	V6	G	I		V6	V		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.375	0.0
4	4	0	0	3/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	1.5	0.0
4	4	1/2	1/2	3/4	1	1	V}	G	I		V	V						}	M	0	0	2, 6, 3		2	2	1	3	0.25	0.0	0.5	0.0
5	5	0	0	3/4	1	1	viio6{	G	I		viio6	vii	o	6				{	o	0	0	3, 0, 6		6	3	0	3	0.0	0.0	0.5	0.0
5	5	1/2	1/2	3/4	1	1	I6	G	I		I6	I		6					M	0	0	5, 2, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	0	0	3/4	1	1	viio	G	I		viio	vii	o						o	0	0	6, 3, 0		6	6	6	7	0.46153846153846156	0.6875	0.8125	0.4583333333333333
8	8	0	0	3/4	1	1	V}	G	I		V	V						}	M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	1.25	0.0
9	9	1/2	1/2	3/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
10	10	0	0	3/4	1	1	V	G	I		V	V							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
11	11	0	0	3/4	1	1	#viio6/ii	G	I		#viio6/ii	#vii	o	6		ii			o	0	0	5, 2, 8		8	5	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
12	12	0	0	3/4	1	1	ii(4)}	G	I		ii(4)	ii			4			}	m	0	0	3, 2, 4		3	3	0	2	0.0	0.0	0.25	0.0
12	12	1/4	1/4	3/4	1	1	ii	G	I		ii	ii							m	0	0	3, 0, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
13	13	0	0	3/4	1	1	#viio7/vi{	G	I		#viio7/vi	#vii	o	7		vi		{	o7	0	0	9, 6, 3, 0		9	9	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
14	14	0	0	3/4	1	1	vi6	G	I		vi6	vi		6					m	0	0	1, 5, 4		4	1	4	6	0.4	0.5	0.75	0.4
15	15	1/2	1/2	3/4	1	1	V/vi	G	I		V/vi	V				vi			M	0	0	5, 9, 6		5	5	0	2	0.0	0.0	0.25	0.0
16	16	0	0	3/4	1	1	vi}	G	I		vi	vi						}	m	0	0	4, 1, 5		4	4	2	2	0.5	0.25	0.5	0.3333333333333333
17	17	0	0	3/4	1	1	V65/IV	G	I		V65/IV	V		65		IV			Mm7	0	0	5, 2, -1, 1		1	5	1	7	0.125	0.0625	0.9375	0.0625
18	18	1/4	1/4	3/4	1	1	IV	G	I		IV	IV							M	0	0	0, 4, 1		0	0	1	3	0.25	0.125	0.375	0.25
19	19	0	0	3/4	1	1	V65/V	G	I		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	1	7	0.125	0.0625	0.9375	0.0625
20	20	1/4	1/4	3/4	1	1	V	G	I		V	V							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
21	21	0	0	3/4	1	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	4	0.0	0.0	0.5	0.0
21	21	1/2	1/2	3/4	1	1	I6	G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.25	0.0
22	22	0	0	3/4	1	1	vi7	G	I		vi7	vi		7					mm7	0	0	4, 1, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
22	22	1/2	1/2	3/4	1	1	ii6	G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	0	2	0.0	0.0	0.25	0.0
23	23	0	0	3/4	1	1	V6	G	I		V6	V		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
23	23	1/4	1/4	3/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
23	23	1/2	1/2	3/4	1	1	V	G	I		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
24	24	0	0	3/4	1	1	I}	G	I		I	I						}	M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	1.5	0.0
