mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
13	12	0	0	9/8	1	1	VII		b	i		VII	VII							M	1	1	3, 7, 4		3	3	2	7	0.2222222222222222	0.25	0.875	0.2222222222222222
14	13	0	0	9/8	1	1	#viio43/iv		b	i		#viio43/iv	#vii	o	43		iv			o7	1	1	3, 0, 9, 6		9	3	0	3	0.0	0.0	0.375	0.0
14	13	3/8	3/8	9/8	1	1	iv6		b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
14	13	3/4	3/4	9/8	1	1	#viio6/iv		b	i		#viio6/iv	#vii	o	6		iv			o	1	1	6, 3, 9		9	6	0	3	0.0	0.0	0.375	0.0
15	14	0	0	9/8	1	1	iv64/iv		b	i		iv64/iv	iv		64		iv			m	1	1	4, 3, 0		3	4	0	3	0.0	0.0	0.375	0.0
15	14	3/8	3/8	9/8	1	1	V65/iv		b	i		V65/iv	V		65		iv			Mm7	1	1	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.375	0.0
15	14	3/4	3/4	9/8	1	1	iv		b	i		iv	iv							m	1	1	4, 1, 5		4	4	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
16	15	0	0	9/8	1	1	iio6/iv		b	i		iio6/iv	ii	o	6		iv			o	1	1	3, 0, 6		6	3	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
16	15	3/8	3/8	9/8	1	1	iv6		b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
16	15	3/4	3/4	9/8	1	1	#viio6/iv		b	i		#viio6/iv	#vii	o	6		iv			o	1	1	6, 3, 9		9	6	0	3	0.0	0.0	0.375	0.0
17	16	0	0	9/8	1	1	iv}		b	i		iv	iv						}	m	1	1	4, 1, 5		4	4	1	8	0.1111111111111111	0.125	1.0	0.1111111111111111
18	17	0	0	9/8	1	1	V43/III{		b	i		V43/III	V		43		III		{	Mm7	1	1	4, 1, 3, 7		3	4	3	6	0.3333333333333333	0.375	0.75	0.3333333333333333
19	18	0	0	9/8	1	1	III6		b	i		III6	III		6					M	1	1	6, 3, 2		2	6	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
19	18	3/4	3/4	9/8	1	1	III		b	i		III	III							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
20	19	0	0	9/8	1	1	IV/III		b	i		IV/III	IV				III			M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
20	19	3/8	3/8	9/8	1	1	V/III		b	i		V/III	V				III			M	1	1	3, 7, 4		3	3	6	9	0.4	0.75	1.125	0.4
22	21	0	0	9/8	1	1	#viio7		b	i		#viio7	#vii	o	7					o7	1	1	10, 7, 4, 1		10	10	2	7	0.2222222222222222	0.25	0.875	0.2222222222222222
23	22	0	0	9/8	1	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
23	22	3/4	3/4	9/8	1	1	v		b	i		v	v							m	1	1	6, 3, 7		6	6	0	3	0.0	0.0	0.375	0.0
24	23	0	0	9/8	1	1	iv6(2)		b	i		iv6(2)	iv		6	2				m	1	1	1, 5, 6		4	1	0	3	0.0	0.0	0.375	0.0
24	23	3/8	3/8	9/8	1	1	iv6		b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	4	2	0.6666666666666666	0.5	0.25	0.6666666666666666
25	24	0	0	9/8	1	1	V}		b	i		V	V						}	M	1	1	6, 10, 7		6	6	4	5	0.4444444444444444	0.5	0.625	0.4444444444444444
26	25	0	0	9/8	1	1	i6{		b	i		i6	i		6				{	m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
26	25	3/8	3/8	9/8	1	1	#viio		b	i		#viio	#vii	o						o	1	1	10, 7, 4		10	10	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
26	25	3/4	3/4	9/8	1	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
27	26	0	0	9/8	1	1	V7/VII		b	i		V7/VII	V		7		VII			Mm7	1	1	4, 8, 5, 2		4	4	0	9	0.0	0.0	1.125	0.0
28	27	0	0	9/8	1	1	iio6		b	i		iio6	ii	o	6					o	1	1	4, 1, 7		7	4	3	6	0.3333333333333333	0.375	0.75	0.3333333333333333
29	28	0	0	9/8	1	1	V7		b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	9	0.0	0.0	1.125	0.0
30	29	0	0	9/8	1	1	i64		b	i		i64	i		64					m	1	1	6, 5, 2		5	6	0	3	0.0	0.0	0.375	0.0
30	29	3/8	3/8	9/8	1	1	VII64		b	i		VII64	VII		64					M	1	1	4, 3, 7		3	4	0	3	0.0	0.0	0.375	0.0
30	29	3/4	3/4	9/8	1	1	VI64		b	i		VI64	VI		64					M	1	1	2, 1, 5		1	2	0	3	0.0	0.0	0.375	0.0
31	30	0	0	9/8	1	1	#viio65		b	i		#viio65	#vii	o	65					o7	1	1	7, 4, 1, 10		10	7	1	8	0.1111111111111111	0.125	1.0	0.1111111111111111
32	31	0	0	9/8	1	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	4	5	0.4444444444444444	0.5	0.625	0.4444444444444444
33	32	0	0	9/8	1	1	i}	1	b	i		i	i						}	m	1	1	5, 2, 6		5	5	1	8	0.1111111111111111	0.125	1.0	0.1111111111111111
34	32	0	0	9/8	1	1	i}	2	b	i		i	i						}	m	1	1	5, 2, 6		5	5	0	7	0.0	0.0	1.125	0.0
