mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
1	1	1/4	1/4	3/4	1	1	viio6(2)		C	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2	1	2	0.3333333333333333	0.0625	0.4375	0.125
1	1	1/2	1/2	3/4	1	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	0	1	0.0	0.0	0.25	0.0
2	2	0	0	3/4	1	1	V7/IV		C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	1.0	0.0
2	2	1/4	1/4	3/4	1	1	IV(b4)		C	I		IV(b4)	IV			b4				M	0	0	-1, -2, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.4375	0.125
2	2	1/2	1/2	3/4	1	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	1	0.0	0.0	0.25	0.0
3	3	0	0	3/4	1	1	viio		C	I		viio	vii	o						o	0	0	5, 2, -1		5	5	1	3	0.25	0.0625	0.3125	0.16666666666666666
3	3	1/4	1/4	3/4	1	1	I(4)		C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0	1	3	0.25	0.0625	0.4375	0.125
3	3	1/2	1/2	3/4	1	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	1	1	0.5	0.125	0.125	0.5
4	4	0	0	3/4	1	1	vi	IV6	C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
4	4	1/4	1/4	3/4	1	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.25	0.0
4	4	1/2	1/2	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	1	1	0.5	0.125	0.125	0.5
5	5	0	0	3/4	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.75	0.0
5	5	1/4	1/4	3/4	1	1	V.ii7		C	V		ii7	ii		7					mm7	0	0	3, 0, 4, 1		3	3	0	3	0.0	0.0	0.5	0.0
5	5	1/2	1/2	3/4	1	1	V		C	V		V	V							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.25	0.0
6	6	0	0	3/4	1	1	V7		C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	4	0.0	0.0	1.0	0.0
6	6	1/4	1/4	3/4	1	1	I(4)		C	V		I(4)	I			4				M	0	0	1, 0, 2		1	1	1	3	0.25	0.0625	0.6875	0.08333333333333333
6	6	1/2	1/2	3/4	1	1	I		C	V		I	I							M	0	0	1, 5, 2		1	1	2	2	0.5	0.125	0.125	0.5
7	7	0	0	3/4	1	1	V65/V		C	V		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.375	0.0
7	7	1/8	1/8	3/4	1	1	viio7/V		C	V		viio7/V	vii	o	7		V			o7	0	0	7, 4, 1, -2		7	7	1	3	0.25	0.0625	0.3125	0.16666666666666666
7	7	3/8	3/8	3/4	1	1	viio7		C	V		viio7	vii	o	7					o7	0	0	6, 3, 0, -3		6	6	0	4	0.0	0.0	0.375	0.0
8	8	0	0	3/4	1	1	I|PAC}		C	V		I	I					PAC	}	M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	1.25	0.0
9	9	0	0	3/4	1	1	V7/IV{		C	V		V7/IV	V		7		IV		{	Mm7	0	0	1, 5, 2, -1		1	1	4	9	0.3076923076923077	0.25	1.5	0.14285714285714285
10	10	0	0	3/4	1	1	vi.#viio7		C	vi		#viio7	#vii	o	7					o7	0	1	8, 5, 2, -1		8	8	2	7	0.2222222222222222	0.125	1.375	0.08333333333333333
10	10	1/2	1/2	3/4	1	1	#viio6		C	vi		#viio6	#vii	o	6					o	0	1	5, 2, 8		8	5	1	3	0.25	0.0625	0.1875	0.25
11	11	0	0	3/4	1	1	i6(#72)		C	vi		i6(#72)	i		6	#72				m	0	1	0, 4, 5, 8		3	0	0	4	0.0	0.0	0.25	0.0
11	11	1/4	1/4	3/4	1	1	i6		C	vi		i6	i		6					m	0	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.03125	0.21875	0.125
11	11	1/2	1/2	3/4	1	1	iio6		C	vi		iio6	ii	o	6					o	0	1	2, -1, 5		5	2	0	2	0.0	0.0	0.25	0.0
12	12	0	0	3/4	1	1	IV6		C	vi		IV6	IV		6					M	0	1	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
12	12	1/4	1/4	3/4	1	1	V		C	vi		V	V							M	0	1	4, 8, 5		4	4	2	2	0.5	0.125	0.125	0.5
12	12	1/2	1/2	3/4	1	1	V2		C	vi		V2	V		2					Mm7	0	1	2, 4, 8, 5		4	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	13	0	0	3/4	1	1	ii.V65		C	ii		V65	V		65					Mm7	0	1	7, 4, 1, 3		3	7	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
14	14	0	0	3/4	1	1	#viio7		C	ii		#viio7	#vii	o	7					o7	0	1	7, 4, 1, -2		7	7	2	6	0.25	0.125	0.625	0.16666666666666666
15	15	0	0	3/4	1	1	i		C	ii		i	i							m	0	1	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
15	15	1/4	1/4	3/4	1	1	iio6		C	ii		iio6	ii	o	6					o	0	1	1, -2, 4		4	1	0	2	0.0	0.0	0.25	0.0
15	15	1/2	1/2	3/4	1	1	V		C	ii		V	V							M	0	1	3, 7, 4		3	3	2	2	0.5	0.125	0.125	0.5
16	16	0	0	3/4	1	1	i|PAC}		C	ii		i	i					PAC	}	m	0	1	2, -1, 3		2	2	0	5	0.0	0.0	2.25	0.0
17	17	0	0	3/4	1	1	V.viio64{		C	V		viio64	vii	o	64				{	o	0	0	0, 6, 3		6	0	5	8	0.38461538461538464	0.28125	0.96875	0.225
18	18	0	0	3/4	1	1	viio6		C	V		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	7	6	0.5384615384615384	0.375	0.875	0.3
19	19	0	0	3/4	1	1	I6		C	V		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.25	0.0
19	19	1/4	1/4	3/4	1	1	ii6		C	V		ii6	ii		6					m	0	0	0, 4, 3		3	0	0	2	0.0	0.0	0.25	0.0
19	19	1/2	1/2	3/4	1	1	V7		C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
20	20	0	0	3/4	1	1	I(4)		C	V		I(4)	I			4				M	0	0	1, 0, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
20	20	1/4	1/4	3/4	1	1	I|PAC}		C	V		I	I					PAC	}	M	0	0	1, 5, 2		1	1	2	2	0.5	0.25	0.25	0.5
