mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	.g.i{	g	i		i	i						{	m	1	1	1, -2, 2		1	1	1	3	0.25	0.125	0.375	0.25
1	1	1/2	1/2	3/4	1	1	VI6	g	i		VI6	VI		6					M	1	1	1, -2, -3		-3	1	0	2	0.0	0.0	0.25	0.0
2	2	0	0	3/4	1	1	v6	g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.75	0.0
3	3	0	0	3/4	1	1	VI	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.375	0.25
3	3	1/2	1/2	3/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
4	4	0	0	3/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	4	0.0	0.0	0.5	0.0
4	4	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
5	5	0	0	3/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.125	0.375	0.25
5	5	1/2	1/2	3/4	1	1	VI6	g	i		VI6	VI		6					M	1	1	1, -2, -3		-3	1	0	2	0.0	0.0	0.25	0.0
6	6	0	0	3/4	1	1	v6	g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.75	0.0
7	7	0	0	3/4	1	1	VI	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.375	0.25
7	7	1/2	1/2	3/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
8	8	0	0	3/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	2	0.0	0.0	0.25	0.0
8	8	1/4	1/4	3/4	1	1	V}	g	i		V	V						}	M	1	1	2, 6, 3		2	2	0	1	0.0	0.0	0.5	0.0
9	9	0	0	3/4	1	1	V7{	g	i		V7	V		7				{	Mm7	1	1	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
10	10	0	0	3/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	2	3	0.4	0.25	0.5	0.3333333333333333
11	11	0	0	3/4	1	1	V7/V/III	g	i		V7/V/III	V		7		V/III			Mm7	1	1	0, 4, 1, -2		0	0	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
12	12	0	0	3/4	1	1	V/III	g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	3	3	0.5	0.375	0.375	0.5
13	13	0	0	3/4	1	1	III6	g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
14	14	0	0	3/4	1	1	IV/III	g	i		IV/III	IV				III			M	1	1	-3, 1, -2		-3	-3	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
15	15	0	0	3/4	1	1	viio6/III	g	i		viio6/III	vii	o	6		III			o	1	1	0, -3, 3		3	0	0	2	0.0	0.0	0.25	0.0
15	15	1/4	1/4	3/4	1	1	III	g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
15	15	1/2	1/2	3/4	1	1	V/III	g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
16	16	0	0	3/4	1	1	III}	g	i		III	III						}	M	1	1	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.75	0.0
17	17	0	0	3/4	1	1	#viio7/iv{	g	i		#viio7/iv	#vii	o	7		iv		{	o7	1	1	5, 2, -1, -4		5	5	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
18	18	0	0	3/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	1	4	0.2	0.125	0.625	0.16666666666666666
19	19	0	0	3/4	1	1	vii%7/III	g	i		vii%7/III	vii	%	7		III			%7	1	1	3, 0, -3, 1		3	3	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
20	20	0	0	3/4	1	1	III6	g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	1	4	0.2	0.125	0.625	0.16666666666666666
21	21	0	0	3/4	1	1	#viio7	g	i		#viio7	#vii	o	7					o7	1	1	6, 3, 0, -3		6	6	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
22	22	0	0	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
23	23	0	0	3/4	1	1	iio6	g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	2	2	0.5	0.25	0.25	0.5
23	23	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
24	24	0	0	3/4	1	1	i}	g	i		i	i						}	m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.75	0.0
