mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	1	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0.0	0.0	2	2	0.5	0.5	0.5	0.5
2	1	0	0	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	1	3	0.25	0.25	0.5	0.3333333333333333
2	1	1/2	1/2	2/2	1	1	V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2.0	2.0	1	3	0.25	0.125	0.625	0.16666666666666666
3	2	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0	1	2	0.3333333333333333	0.125	0.375	0.25
3	2	1/2	1/2	2/2	1	1	VI6	c	i		VI6	VI		6					M	1	1	0, -3, -4		-4.0	0.0	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	0	0	2/2	1	1	iio	c	i		iio	ii	o						o	1	1	2, -1, -4		2.0	2.0	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	1/2	1/2	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1.0	5.0	1	2	0.3333333333333333	0.25	0.25	0.5
5	4	0	0	2/2	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0.0	0.0	1	4	0.2	0.125	0.875	0.125
5	4	1/2	1/2	2/2	1	1	i6{	c	i		i6	i		6				{	m	1	1	-3, 1, 0		0.0	-3.0	2	2	0.5	0.25	0.25	0.5
6	5	0	0	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	1	1	0.5	0.125	0.125	0.5
6	5	1/4	1/4	2/2	1	1	#viio/iv	c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4.0	4.0	1	1	0.5	0.125	0.125	0.5
6	5	1/2	1/2	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	1	1	0.5	0.125	0.125	0.5
6	5	3/4	3/4	2/2	1	1	V6/III	c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2.0	2.0	1	1	0.5	0.125	0.125	0.5
7	6	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0	1	1	0.5	0.125	0.125	0.5
7	6	1/4	1/4	2/2	1	1	viio/III	c	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2.0	2.0	1	1	0.5	0.125	0.125	0.5
7	6	1/2	1/2	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0	3	1	0.75	0.375	0.125	0.75
8	7	0	0	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4.0	-4.0	1	1	0.5	0.125	0.125	0.5
8	7	1/4	1/4	2/2	1	1	viio/VI	c	i		viio/VI	vii	o			VI			o	1	1	1, -2, -5		1.0	1.0	1	1	0.5	0.125	0.125	0.5
8	7	1/2	1/2	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4.0	-4.0	1	1	0.5	0.125	0.125	0.5
8	7	3/4	3/4	2/2	1	1	viio/VII	c	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3.0	3.0	1	1	0.5	0.125	0.125	0.5
9	8	0	0	2/2	1	1	VII	c	i		VII	VII							M	1	1	-2, 2, -1		-2.0	-2.0	5	3	0.625	0.625	0.375	0.625
