mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	6/8	1	1	C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0	2	11	0.15384615384615385	0.25	1.375	0.15384615384615385
4	3	0	0	6/8	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
5	4	0	0	6/8	1	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
6	5	0	0	6/8	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4	3	3	0.5	0.375	0.375	0.5
7	6	0	0	6/8	1	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
8	7	0	0	6/8	1	1	I|PAC}		C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0	4	7	0.36363636363636365	0.4375	1.0625	0.2916666666666667
10	9	0	0	6/8	1	1	V.I6		C	V		I6	I		6					M	0	0	5, 2, 1		1	5	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
11	10	0	0	6/8	1	1	V7/ii		C	V		V7/ii	V		7		ii			Mm7	0	0	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
12	11	0	0	6/8	1	1	ii		C	V		ii	ii							m	0	0	3, 0, 4		3	3	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
14	13	0	0	6/8	1	1	V6		C	V		V6	V		6					M	0	0	6, 3, 2		2	6	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
15	14	0	0	6/8	1	1	V7		C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
16	15	0	0	6/8	1	1	I		C	V		I	I							M	0	0	1, 5, 2		1	1	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
18	17	0	0	6/8	1	1	IV6		C	V		IV6	IV		6					M	0	0	4, 1, 0		0	4	5	7	0.4166666666666667	0.625	0.875	0.4166666666666667
20	19	0	0	6/8	1	1	V6		C	V		V6	V		6					M	0	0	6, 3, 2		2	6	6	6	0.5	0.75	0.75	0.5
22	21	0	0	6/8	1	1	I		C	V		I	I							M	0	0	1, 5, 2		1	1	1	3	0.25	0.125	0.375	0.25
22	21	1/2	1/2	6/8	1	1	vi6		C	V		vi6	vi		6					m	0	0	1, 5, 4		4	1	0	2	0.0	0.0	0.25	0.0
23	22	0	0	6/8	1	1	ii		C	V		ii	ii							m	0	0	3, 0, 4		3	3	1	3	0.25	0.125	0.375	0.25
23	22	1/2	1/2	6/8	1	1	viio6		C	V		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	0	2	0.0	0.0	0.25	0.0
24	23	0	0	6/8	1	1	I6		C	V		I6	I		6					M	0	0	5, 2, 1		1	5	3	5	0.375	0.375	0.625	0.375
25	24	1/4	1/4	6/8	1	1	viio6/IV		C	V		viio6/IV	vii	o	6		IV			o	0	0	2, -1, 5		5	2	1	3	0.25	0.125	0.375	0.25
26	25	0	0	6/8	1	1	IV		C	V		IV	IV							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
27	26	0	0	6/8	1	1	I6		C	V		I6	I		6					M	0	0	5, 2, 1		1	5	3	3	0.5	0.375	0.375	0.5
28	27	0	0	6/8	1	1	viio6		C	V		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	3	3	0.5	0.375	0.375	0.5
29	28	0	0	6/8	1	1	I6		C	V		I6	I		6					M	0	0	5, 2, 1		1	5	3	3	0.5	0.375	0.375	0.5
30	29	0	0	6/8	1	1	V7		C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	6	0.0	0.0	0.75	0.0
31	30	0	0	6/8	1	1	V		C	V		V	V							M	0	0	2, 6, 3		2	2	3	3	0.5	0.375	0.375	0.5
32	31	0	0	6/8	1	1	V(b64)		C	V		V(b64)	V			b64				M	0	0	2, 1, -2		2	2	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
34	33	0	0	6/8	1	1	ii%43		C	V		ii%43	ii	%	43					%7	0	0	-3, 1, 3, 0		3	-3	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
36	35	0	0	6/8	1	1	V7		C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	10	0.0	0.0	1.5	0.0
38	37	0	0	6/8	1	1	I6		C	V		I6	I		6					M	0	0	5, 2, 1		1	5	2	2	0.5	0.25	0.25	0.5
38	37	1/2	1/2	6/8	1	1	I		C	V		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
39	38	0	0	6/8	1	1	ii2		C	V		ii2	ii		2					mm7	0	0	1, 3, 0, 4		3	1	1	3	0.25	0.125	0.375	0.25
