mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	12/8	1	1	Bb.I{		Bb	I		I	I						{	M	0	0	-2, 2, -1		-2.0	-2.0	2	7	0.2222222222222222	0.125	0.75	0.14285714285714285
1	1	3/4	3/4	12/8	1	1	V(64)		Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
1	1	7/8	7/8	12/8	1	1	V		Bb	I		V	V							M	0	0	-1, 3, 0		-1.0	-1.0	5	4	0.5555555555555556	0.625	0.5	0.5555555555555556
2	2	0	0	12/8	1	1	I6		Bb	I		I6	I		6					M	0	0	2, -1, -2		-2.0	2.0	2	3	0.4	0.25	0.375	0.4
2	2	3/8	3/8	12/8	1	1	viio6		Bb	I		viio6	vii	o	6					o	0	0	0, -3, 3		3.0	0.0	0	4	0.0	0.0	0.375	0.0
2	2	5/8	5/8	12/8	1	1	I		Bb	I		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	0	2	0.0	0.0	0.25	0.0
2	2	3/4	3/4	12/8	1	1	V(64)		Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1.0	-1.0	1	6	0.14285714285714285	0.0625	0.5625	0.1
2	2	9/8	9/8	12/8	1	1	V}		Bb	I		V	V						}	M	0	0	-1, 3, 0		-1.0	-1.0	2	9	0.18181818181818182	0.125	1.0	0.1111111111111111
3	3	3/8	3/8	12/8	1	1	#vio64/ii		Bb	I		#vio64/ii	#vi	o	64		ii			o	0	0	-3, 3, 0		3.0	-3.0	0	3	0.0	0.0	0.375	0.0
3	3	5/8	5/8	12/8	1	1	#viio6/ii		Bb	I		#viio6/ii	#vii	o	6		ii			o	0	0	2, -1, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
3	3	3/4	3/4	12/8	1	1	ii		Bb	I		ii	ii							m	0	0	0, -3, 1		0.0	0.0	2	3	0.4	0.125	0.25	0.3333333333333333
3	3	1	1	12/8	1	1	IV64		Bb	I		IV64	IV		64					M	0	0	-2, -3, 1		-3.0	-2.0	0	3	0.0	0.0	0.375	0.0
3	3	9/8	9/8	12/8	1	1	V65		Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1.0	3.0	1	6	0.14285714285714285	0.0625	0.3125	0.16666666666666666
4	4	0	0	12/8	1	1	I6		Bb	I		I6	I		6					M	0	0	2, -1, -2		-2.0	2.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
4	4	1/4	1/4	12/8	1	1	ii6		Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0.0	-3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	4	3/8	3/8	12/8	1	1	V(64)		Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1.0	-1.0	1	3	0.25	0.03125	0.21875	0.125
4	4	1/2	1/2	12/8	1	1	IV		Bb	I		IV	IV							M	0	0	-3, 1, -2		-3.0	-3.0	0	2	0.0	0.0	0.25	0.0
4	4	5/8	5/8	12/8	1	1	V(6)		Bb	I		V(6)	V			6				M	0	0	-1, 3, 2		-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
4	4	3/4	3/4	12/8	1	1	I}{		Bb	I		I	I						}{	M	0	0	-2, 2, -1		-2.0	-2.0	2	9	0.18181818181818182	0.125	1.0	0.1111111111111111
5	5	0	0	12/8	1	1	V(64)		Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1.0	-1.0	0	3	0.0	0.0	0.4375	0.0
5	5	1/8	1/8	12/8	1	1	V		Bb	I		V	V							M	0	0	-1, 3, 0		-1.0	-1.0	1	3	0.25	0.0625	0.375	0.14285714285714285
5	5	3/8	3/8	12/8	1	1	vi.V7		Bb	vi		V7	V		7					Mm7	0	1	2, 6, 3, 0		2.0	2.0	2	5	0.2857142857142857	0.125	0.5	0.2
5	5	3/4	3/4	12/8	1	1	i(94)		Bb	vi		i(94)	i			94				m	0	1	1, 0, 2	3	1.0	1.0	0	4	0.0	0.0	0.5625	0.0
5	5	7/8	7/8	12/8	1	1	i		Bb	vi		i	i							m	0	1	1, -2, 2		1.0	1.0	1	3	0.25	0.125	0.3125	0.2857142857142857
5	5	9/8	9/8	12/8	1	1	iio64(42)		Bb	vi		iio64(42)	ii	o	64	42				o	0	1	-3, -2, 2		3.0	-3.0	0	3	0.0	0.0	0.375	0.0
5	5	11/8	11/8	12/8	1	1	iio64		Bb	vi		iio64	ii	o	64					o	0	1	-3, 3, 0		3.0	-3.0	0	2	0.0	0.0	0.25	0.0
6	6	0	0	12/8	1	1	V7		Bb	vi		V7	V		7					Mm7	0	1	2, 6, 3, 0		2.0	2.0	0	4	0.0	0.0	0.375	0.0
6	6	1/4	1/4	12/8	1	1	V(64)		Bb	vi		V(64)	V			64				M	0	1	2, 1, -2		2.0	2.0	0	6	0.0	0.0	0.625	0.0
6	6	5/8	5/8	12/8	1	1	V7		Bb	vi		V7	V		7					Mm7	0	1	2, 6, 3, 0		2.0	2.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
6	6	1	1	12/8	1	1	V(64)		Bb	vi		V(64)	V			64				M	0	1	2, 1, -2		2.0	2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	9/8	9/8	12/8	1	1	iv6		Bb	vi		iv6	iv		6					m	0	1	-3, 1, 0		0.0	-3.0	2	3	0.4	0.0625	0.125	0.3333333333333333
6	6	5/4	5/4	12/8	1	1	V43/VII		Bb	vi		V43/VII	V		43		VII			Mm7	0	1	1, -2, 0, 4		0.0	1.0	3	5	0.375	0.09375	0.15625	0.375
7	7	0	0	12/8	1	1	V65		Bb	vi		V65	V		65					Mm7	0	1	6, 3, 0, 2		2.0	6.0	0	4	0.0	0.0	0.375	0.0
7	7	3/8	3/8	12/8	1	1	i		Bb	vi		i	i							m	0	1	1, -2, 2		1.0	1.0	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
7	7	3/4	3/4	12/8	1	1	iv		Bb	vi		iv	iv							m	0	1	0, -3, 1		0.0	0.0	2	8	0.2	0.125	0.875	0.125
7	7	11/8	11/8	12/8	1	1	bII6		Bb	vi		bII6	bII		6					M	0	1	0, -3, -4		-4.0	0.0	0	2	0.0	0.0	0.25	0.0
