mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	1	1	c.i[i{				c	i	i	i	i						{	m	1	1	0, -3, 1		0	0	5	9	0.35714285714285715	0.3125	0.9375	0.25
2	2	0	0	2/2	1	1	#viio7				c	i	i	#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5	3	8	0.2727272727272727	0.625	1.5	0.29411764705882354
3	3	0	0	2/2	1	1	i				c	i	i	i	i							m	1	1	0, -3, 1		0	0	1	7	0.125	0.0625	1.4375	0.041666666666666664
4	4	0	0	2/2	1	1	V6				c	i	i	V6	V		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	1.0	0.0
4	4	1/2	1/2	2/2	1	1	#viio64/iv				c	i	i	#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
5	5	0	0	2/2	1	1	iv6				c	i	i	iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	0	7	0.0	0.0	2.0	0.0
6	6	0	0	2/2	1	1	V(4)/iv				c	i	i	V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0	2	6	0.25	0.125	1.125	0.1
6	6	1/2	1/2	2/2	1	1	V7/iv				c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	1	4	0.2	0.1875	0.5625	0.25
7	7	0	0	2/2	1	1	iv				c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1	3	7	0.3	0.09375	1.15625	0.075
8	8	0	0	2/2	1	1	V65				c	i	i	V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5	2	6	0.25	0.25	1.125	0.18181818181818182
9	9	0	0	2/2	1	1	i]				c	i	i	i	i							m	1	1	0, -3, 1		0	0	3	7	0.3	0.21875	1.28125	0.14583333333333334
10	10	0	0	2/2	1	1	V[V|HC}				c	i	V	V	V					HC	}	M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.5625	0.0
10	10	5/16	5/16	2/2	1	1	v{				c	i	V	v	v						{	m	1	1	1, -2, 2		1	1	5	6	0.45454545454545453	0.3125	0.375	0.45454545454545453
11	11	0	0	2/2	1	1	viio7/V				c	i	V	viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6	4	5	0.4444444444444444	0.65625	1.09375	0.375
12	12	0	0	2/2	1	1	V7				c	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	4	0.2	0.0625	1.1875	0.05
12	12	1/2	1/2	2/2	1	1	i6				c	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
13	13	0	0	2/2	1	1	v(4)				c	i	V	v(4)	v			4				m	1	1	1, 0, 2		1	1	2	5	0.2857142857142857	0.125	0.875	0.125
13	13	1/2	1/2	2/2	1	1	v				c	i	V	v	v							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
13	13	3/4	3/4	2/2	1	1	VI6/iv				c	i	V	VI6/iv	VI		6		iv			M	1	1	-1, -4, -5		-5	-1	0	2	0.0	0.0	0.25	0.0
14	14	0	0	2/2	1	1	#viio7/iv]				c	i	V	#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4	3	8	0.2727272727272727	0.1875	1.3125	0.125
15	15	0	0	2/2	1	1	i/iv|IAC}				c	i		i/iv	i				iv	IAC	}	m	1	1	-1, -4, 0		-1	-1	2	4	0.3333333333333333	0.125	0.875	0.125
15	15	3/4	3/4	2/2	1	1	i6				c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
16	16	0	0	2/2	1	1	V65/III				c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2	0	10	0.0	0.0	1.75	0.0
17	17	0	0	2/2	1	1	III				c	i		III	III							M	1	1	-3, 1, -2		-3	-3	6	11	0.35294117647058826	0.375	1.625	0.1875
18	18	1/4	1/4	2/2	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0	0	3	3	0.5	0.3125	0.4375	0.4166666666666667
19	19	0	0	2/2	1	1	v.V6				c	v		V6	V		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
