mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	15/16	4/4	1	1	d.i{		d	i		i	i						{	m	1	1	2, -1, 3		2	2	3	4	0.42857142857142855	0.1875	0.375	0.3333333333333333
2	1	1/2	1/2	4/4	1	1	#viio7		d	i		#viio7	#vii	o	7					o7	1	1	7, 4, 1, -2		7	7	1	5	0.16666666666666666	0.0625	0.4375	0.125
3	2	0	0	4/4	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
3	2	1/4	1/4	4/4	1	1	iv65		d	i		iv65	iv		65					mm7	1	1	-2, 2, -1, 1		1	-2	0	4	0.0	0.0	0.25	0.0
3	2	1/2	1/2	4/4	1	1	V		d	i		V	V							M	1	1	3, 7, 4		3	3	4	6	0.4	0.16666666666666666	0.3333333333333333	0.3333333333333333
4	3	0	0	4/4	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.25	0.0
4	3	1/4	1/4	4/4	1	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
4	3	3/8	3/8	4/4	1	1	i6	III	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
4	3	1/2	1/2	4/4	1	1	vii%7/III		d	i		vii%7/III	vii	%	7		III			%7	1	1	4, 1, -2, 2		4	4	0	4	0.0	0.0	0.25	0.0
4	3	3/4	3/4	4/4	1	1	V65/III		d	i		V65/III	V		65		III			Mm7	1	1	4, 1, -2, 0		0	4	2	4	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
