mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	3/2	1	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0	4	8	0.3333333333333333	0.5	1.5	0.25
3	2	0	0	3/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2	3	5	0.375	0.375	1.375	0.21428571428571427
3	2	1	1	3/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0	0	1	0.0	0.0	0.375	0.0
3	2	11/8	11/8	3/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2	0	1	0.0	0.0	0.125	0.0
4	3	0	0	3/2	1	1	i6(2)	c	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3	2	2	0.5	0.125	0.75	0.14285714285714285
4	3	1/2	1/2	3/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	3	3	0.5	0.5	0.5	0.5
5	4	0	0	3/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1	1	4	0.2	0.375	1.25	0.23076923076923078
5	4	1/2	1/2	3/2	1	1	#viio64	c	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1	1	1	0.5	0.25	0.0	1.0
5	4	3/4	3/4	3/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	1	0.5	0.25	0.25	0.5
5	4	1	1	3/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	1.0	0.0
6	5	0	0	3/2	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0	6	6	0.5	0.75	1.75	0.3
7	6	0	0	3/2	1	1	IV6/VII{	c	i		IV6/VII	IV		6		VII		{	M	1	1	1, -2, -3		-3	1	4	4	0.5	0.75	1.0	0.42857142857142855
7	6	1	1	3/2	1	1	V65/VII	c	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3	1	3	0.25	0.125	0.375	0.25
8	7	0	0	3/2	1	1	VII	c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2	3	3	0.5	0.625	0.375	0.625
8	7	1	1	3/2	1	1	v.i	c	v		i	i							m	1	1	1, -2, 2		1	1	4	0	1.0	0.5	0.0	1.0
9	8	0	0	3/2	1	1	iv6	c	v		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.375	0.5	0.42857142857142855
9	8	1/2	1/2	3/2	1	1	#viio	c	v		#viio	#vii	o						o	1	1	6, 3, 0		6	6	2	2	0.5	0.25	0.25	0.5
9	8	1	1	3/2	1	1	i	c	v		i	i							m	1	1	1, -2, 2		1	1	1	1	0.5	0.125	0.375	0.25
10	9	0	0	3/2	1	1	V	c	v		V	V							M	1	1	2, 6, 3		2	2	3	3	0.5	0.5	0.375	0.5714285714285714
10	9	3/4	3/4	3/2	1	1	#viio64/iv	c	v		#viio64/iv	#vii	o	64		iv			o	1	1	-1, 5, 2		5	-1	1	2	0.3333333333333333	0.125	0.375	0.25
